Format Version,1.21,Take Name,Take 2022-02-08 06.47.42 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-08 06.47.42.720 PM,Total Frames in Take,64656,Total Exported Frames,5775,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
2619,21.825000,-0.501361,0.182846,-0.158667,-0.500363,0.152180,-0.255936,-0.497849,0.369820,-0.045878
2620,21.833333,-0.501348,0.182821,-0.158669,-0.500357,0.152184,-0.255933,-0.497859,0.369813,-0.045902
2621,21.841667,-0.501347,0.182812,-0.158670,-0.500361,0.152169,-0.255929,-0.497850,0.369803,-0.045909
2622,21.850000,-0.501346,0.182805,-0.158703,-0.500354,0.152176,-0.255932,-0.497845,0.369789,-0.045904
2623,21.858333,-0.501347,0.182808,-0.158720,-0.500356,0.152182,-0.255951,-0.497847,0.369782,-0.045924
2624,21.866667,-0.501351,0.182800,-0.158703,-0.500364,0.152171,-0.255937,-0.497850,0.369778,-0.045913
2625,21.875000,-0.501342,0.182815,-0.158714,-0.500354,0.152176,-0.255958,-0.497841,0.369793,-0.045933
2626,21.883333,-0.501351,0.182811,-0.158698,-0.500356,0.152187,-0.255971,-0.497845,0.369795,-0.045899
2627,21.891667,-0.501346,0.182829,-0.158691,-0.500357,0.152169,-0.255942,-0.497848,0.369806,-0.045896
2628,21.900000,-0.501344,0.182841,-0.158704,-0.500350,0.152181,-0.255966,-0.497844,0.369803,-0.045879
2629,21.908333,-0.501350,0.182828,-0.158676,-0.500360,0.152177,-0.255951,-0.497848,0.369810,-0.045880
2630,21.916667,-0.501361,0.182819,-0.158648,-0.500362,0.152179,-0.255939,-0.497851,0.369811,-0.045882
2631,21.925000,-0.501351,0.182830,-0.158677,-0.500361,0.152188,-0.255946,-0.497849,0.369810,-0.045887
2632,21.933333,-0.501354,0.182824,-0.158662,-0.500360,0.152185,-0.255928,-0.497851,0.369804,-0.045876
2633,21.941667,-0.501352,0.182824,-0.158683,-0.500359,0.152180,-0.255923,-0.497844,0.369802,-0.045901
2634,21.950000,-0.501351,0.182823,-0.158680,-0.500363,0.152186,-0.255940,-0.497854,0.369804,-0.045883
2635,21.958333,-0.501350,0.182820,-0.158671,-0.500363,0.152179,-0.255934,-0.497851,0.369797,-0.045885
2636,21.966667,-0.501349,0.182821,-0.158683,-0.500355,0.152182,-0.255950,-0.497847,0.369804,-0.045901
2637,21.975000,-0.501356,0.182835,-0.158689,-0.500363,0.152181,-0.255953,-0.497857,0.369801,-0.045874
2638,21.983333,-0.501343,0.182830,-0.158695,-0.500355,0.152175,-0.255951,-0.497849,0.369801,-0.045889
2639,21.991667,-0.501342,0.182826,-0.158690,-0.500356,0.152182,-0.255967,-0.497845,0.369806,-0.045893
2640,22.000000,-0.501342,0.182822,-0.158687,-0.500355,0.152186,-0.255973,-0.497847,0.369805,-0.045899
2641,22.008333,-0.501342,0.182821,-0.158685,-0.500357,0.152175,-0.255950,-0.497841,0.369799,-0.045908
2642,22.016667,-0.501347,0.182817,-0.158693,-0.500350,0.152177,-0.255955,-0.497847,0.369798,-0.045900
2643,22.025000,-0.501348,0.182812,-0.158687,-0.500349,0.152188,-0.255959,-0.497846,0.369792,-0.045923
2644,22.033333,-0.501342,0.182811,-0.158695,-0.500355,0.152176,-0.255932,-0.497843,0.369790,-0.045905
2645,22.041667,-0.501349,0.182810,-0.158675,-0.500361,0.152173,-0.255922,-0.497847,0.369803,-0.045901
2646,22.050000,-0.501352,0.182809,-0.158677,-0.500354,0.152180,-0.255933,-0.497848,0.369804,-0.045900
2647,22.058333,-0.501355,0.182822,-0.158674,-0.500361,0.152182,-0.255941,-0.497852,0.369795,-0.045875
2648,22.066667,-0.501358,0.182817,-0.158648,-0.500362,0.152174,-0.255936,-0.497850,0.369813,-0.045898
2649,22.075000,-0.501357,0.182825,-0.158666,-0.500365,0.152172,-0.255931,-0.497852,0.369809,-0.045881
2650,22.083333,-0.501361,0.182818,-0.158651,-0.500363,0.152176,-0.255936,-0.497854,0.369816,-0.045891
2651,22.091667,-0.501352,0.182830,-0.158681,-0.500365,0.152181,-0.255947,-0.497850,0.369805,-0.045882
2652,22.100000,-0.501351,0.182817,-0.158679,-0.500357,0.152184,-0.255949,-0.497848,0.369799,-0.045883
2653,22.108333,-0.501352,0.182808,-0.158677,-0.500362,0.152176,-0.255934,-0.497853,0.369794,-0.045888
2654,22.116667,-0.501339,0.182797,-0.158676,-0.500354,0.152187,-0.255954,-0.497842,0.369791,-0.045908
2655,22.125000,-0.501346,0.182801,-0.158709,-0.500354,0.152173,-0.255924,-0.497843,0.369791,-0.045929
2656,22.133333,-0.501342,0.182801,-0.158714,-0.500358,0.152174,-0.255939,-0.497843,0.369788,-0.045944
2657,22.141667,-0.501340,0.182805,-0.158697,-0.500351,0.152176,-0.255944,-0.497842,0.369796,-0.045944
2658,22.150000,-0.501347,0.182805,-0.158694,-0.500363,0.152167,-0.255933,-0.497851,0.369790,-0.045908
2659,22.158333,-0.501350,0.182808,-0.158675,-0.500356,0.152177,-0.255946,-0.497845,0.369802,-0.045923
2660,22.166667,-0.501351,0.182818,-0.158677,-0.500356,0.152191,-0.255972,-0.497853,0.369805,-0.045898
2661,22.175000,-0.501356,0.182826,-0.158673,-0.500365,0.152183,-0.255958,-0.497852,0.369809,-0.045884
2662,22.183333,-0.501357,0.182824,-0.158673,-0.500361,0.152178,-0.255939,-0.497859,0.369816,-0.045895
2663,22.191667,-0.501363,0.182824,-0.158666,-0.500362,0.152185,-0.255952,-0.497853,0.369817,-0.045903
2664,22.200000,-0.501363,0.182818,-0.158651,-0.500366,0.152184,-0.255950,-0.497853,0.369822,-0.045915
2665,22.208333,-0.501354,0.182821,-0.158672,-0.500360,0.152191,-0.255953,-0.497851,0.369810,-0.045902
2666,22.216667,-0.501353,0.182813,-0.158671,-0.500357,0.152179,-0.255940,-0.497846,0.369807,-0.045901
2667,22.225000,-0.501348,0.182816,-0.158673,-0.500361,0.152172,-0.255928,-0.497851,0.369796,-0.045878
2668,22.233333,-0.501341,0.182821,-0.158697,-0.500357,0.152174,-0.255938,-0.497846,0.369805,-0.045897
2669,22.241667,-0.501346,0.182819,-0.158684,-0.500353,0.152177,-0.255938,-0.497848,0.369806,-0.045887
2670,22.250000,-0.501342,0.182832,-0.158702,-0.500354,0.152173,-0.255944,-0.497843,0.369816,-0.045912
2671,22.258333,-0.501346,0.182834,-0.158694,-0.500356,0.152187,-0.255966,-0.497851,0.369811,-0.045891
2672,22.266667,-0.501352,0.182827,-0.158677,-0.500357,0.152177,-0.255958,-0.497847,0.369819,-0.045911
2673,22.275000,-0.501349,0.182842,-0.158697,-0.500357,0.152179,-0.255950,-0.497850,0.369828,-0.045922
2674,22.283333,-0.501358,0.182837,-0.158679,-0.500362,0.152179,-0.255950,-0.497855,0.369827,-0.045892
2675,22.291667,-0.501357,0.182854,-0.158699,-0.500360,0.152199,-0.255978,-0.497855,0.369848,-0.045936
2676,22.300000,-0.501357,0.182848,-0.158690,-0.500358,0.152185,-0.255964,-0.497851,0.369830,-0.045903
2677,22.308333,-0.501363,0.182849,-0.158676,-0.500358,0.152181,-0.255954,-0.497858,0.369841,-0.045914
2678,22.316667,-0.501358,0.182865,-0.158698,-0.500359,0.152181,-0.255944,-0.497857,0.369839,-0.045888
2679,22.325000,-0.501361,0.182858,-0.158671,-0.500356,0.152178,-0.255946,-0.497859,0.369848,-0.045892
2680,22.333333,-0.501359,0.182874,-0.158682,-0.500364,0.152166,-0.255921,-0.497851,0.369855,-0.045891
2681,22.341667,-0.501355,0.182873,-0.158682,-0.500357,0.152179,-0.255939,-0.497845,0.369859,-0.045884
2682,22.350000,-0.501352,0.182881,-0.158681,-0.500360,0.152172,-0.255934,-0.497851,0.369857,-0.045892
2683,22.358333,-0.501344,0.182793,-0.158623,-0.500355,0.152174,-0.255939,-0.497846,0.369790,-0.045867
2684,22.366667,-0.501405,0.182706,-0.158552,-0.500360,0.152177,-0.255945,-0.497881,0.369718,-0.045835
2685,22.375000,-0.501398,0.182768,-0.158596,-0.500362,0.152176,-0.255936,-0.497895,0.369785,-0.045900
2686,22.383333,-0.501380,0.182801,-0.158639,-0.500358,0.152197,-0.255953,-0.497877,0.369808,-0.045917
2687,22.391667,-0.501398,0.182778,-0.158628,-0.500359,0.152170,-0.255921,-0.497887,0.369796,-0.045917
2688,22.400000,-0.501414,0.182793,-0.158633,-0.500364,0.152176,-0.255928,-0.497888,0.369796,-0.045903
2689,22.408333,-0.501393,0.182784,-0.158606,-0.500359,0.152182,-0.255940,-0.497873,0.369809,-0.045905
2690,22.416667,-0.501393,0.182847,-0.158644,-0.500367,0.152175,-0.255936,-0.497876,0.369852,-0.045918
2691,22.425000,-0.501410,0.182852,-0.158630,-0.500359,0.152184,-0.255946,-0.497892,0.369859,-0.045902
2692,22.433333,-0.501434,0.182847,-0.158607,-0.500357,0.152189,-0.255948,-0.497903,0.369870,-0.045924
2693,22.441667,-0.501419,0.182848,-0.158624,-0.500359,0.152178,-0.255946,-0.497893,0.369853,-0.045898
2694,22.450000,-0.501379,0.182836,-0.158640,-0.500354,0.152178,-0.255943,-0.497876,0.369841,-0.045899
2695,22.458333,-0.501391,0.182818,-0.158621,-0.500355,0.152184,-0.255946,-0.497879,0.369826,-0.045882
2696,22.466667,-0.501409,0.182830,-0.158635,-0.500361,0.152164,-0.255904,-0.497886,0.369833,-0.045900
2697,22.475000,-0.501395,0.182818,-0.158652,-0.500354,0.152180,-0.255943,-0.497880,0.369822,-0.045915
2698,22.483333,-0.501399,0.182813,-0.158635,-0.500357,0.152184,-0.255940,-0.497894,0.369819,-0.045887
2699,22.491667,-0.501413,0.182836,-0.158641,-0.500361,0.152178,-0.255935,-0.497902,0.369835,-0.045892
2700,22.500000,-0.501415,0.182829,-0.158627,-0.500362,0.152177,-0.255921,-0.497888,0.369846,-0.045916
2701,22.508333,-0.501398,0.182847,-0.158652,-0.500360,0.152174,-0.255924,-0.497884,0.369844,-0.045896
2702,22.516667,-0.501403,0.182848,-0.158634,-0.500360,0.152176,-0.255946,-0.497876,0.369858,-0.045912
2703,22.525000,-0.501410,0.182829,-0.158616,-0.500361,0.152184,-0.255948,-0.497888,0.369848,-0.045890
2704,22.533333,-0.501416,0.182837,-0.158616,-0.500362,0.152192,-0.255961,-0.497898,0.369851,-0.045896
2705,22.541667,-0.501412,0.182842,-0.158629,-0.500352,0.152191,-0.255946,-0.497899,0.369856,-0.045908
2706,22.550000,-0.501413,0.182826,-0.158603,-0.500358,0.152186,-0.255949,-0.497894,0.369848,-0.045899
2707,22.558333,-0.501407,0.182830,-0.158625,-0.500358,0.152174,-0.255938,-0.497884,0.369837,-0.045898
2708,22.566667,-0.501389,0.182832,-0.158645,-0.500358,0.152171,-0.255919,-0.497877,0.369835,-0.045909
2709,22.575000,-0.501395,0.182824,-0.158647,-0.500361,0.152169,-0.255927,-0.497875,0.369823,-0.045904
2710,22.583333,-0.501397,0.182821,-0.158650,-0.500355,0.152169,-0.255915,-0.497872,0.369840,-0.045942
2711,22.591667,-0.501402,0.182809,-0.158627,-0.500349,0.152182,-0.255950,-0.497895,0.369817,-0.045893
2712,22.600000,-0.501417,0.182814,-0.158611,-0.500353,0.152176,-0.255941,-0.497900,0.369828,-0.045914
2713,22.608333,-0.501413,0.182839,-0.158638,-0.500349,0.152194,-0.255969,-0.497896,0.369847,-0.045919
2714,22.616667,-0.501409,0.182823,-0.158604,-0.500361,0.152182,-0.255946,-0.497884,0.369853,-0.045922
2715,22.625000,-0.501405,0.182832,-0.158611,-0.500365,0.152176,-0.255926,-0.497881,0.369856,-0.045906
2716,22.633333,-0.501405,0.182843,-0.158617,-0.500362,0.152186,-0.255946,-0.497880,0.369854,-0.045895
2717,22.641667,-0.501410,0.182856,-0.158646,-0.500364,0.152180,-0.255923,-0.497890,0.369852,-0.045894
2718,22.650000,-0.501408,0.182845,-0.158632,-0.500358,0.152181,-0.255935,-0.497889,0.369853,-0.045914
2719,22.658333,-0.501410,0.182824,-0.158625,-0.500356,0.152174,-0.255914,-0.497893,0.369848,-0.045906
2720,22.666667,-0.501410,0.182829,-0.158637,-0.500354,0.152170,-0.255917,-0.497895,0.369835,-0.045909
2721,22.675000,-0.501398,0.182818,-0.158631,-0.500354,0.152175,-0.255917,-0.497884,0.369818,-0.045883
2722,22.683333,-0.501402,0.182816,-0.158623,-0.500351,0.152182,-0.255937,-0.497886,0.369829,-0.045901
2723,22.691667,-0.501395,0.182829,-0.158651,-0.500354,0.152188,-0.255953,-0.497874,0.369840,-0.045935
2724,22.700000,-0.501402,0.182835,-0.158642,-0.500354,0.152182,-0.255953,-0.497890,0.369838,-0.045912
2725,22.708333,-0.501411,0.182833,-0.158633,-0.500362,0.152181,-0.255953,-0.497891,0.369850,-0.045921
2726,22.716667,-0.501405,0.182838,-0.158642,-0.500360,0.152180,-0.255952,-0.497891,0.369840,-0.045882
2727,22.725000,-0.501400,0.182831,-0.158633,-0.500359,0.152189,-0.255956,-0.497881,0.369854,-0.045935
2728,22.733333,-0.501400,0.182807,-0.158614,-0.500362,0.152176,-0.255929,-0.497885,0.369829,-0.045911
2729,22.741667,-0.501395,0.182818,-0.158638,-0.500353,0.152181,-0.255944,-0.497884,0.369824,-0.045893
2730,22.750000,-0.501406,0.182800,-0.158601,-0.500358,0.152182,-0.255941,-0.497885,0.369817,-0.045896
2731,22.758333,-0.501402,0.182807,-0.158614,-0.500353,0.152191,-0.255947,-0.497891,0.369819,-0.045889
2732,22.766667,-0.501406,0.182815,-0.158621,-0.500355,0.152174,-0.255912,-0.497883,0.369827,-0.045899
2733,22.775000,-0.501408,0.182808,-0.158599,-0.500361,0.152176,-0.255925,-0.497890,0.369820,-0.045873
2734,22.783333,-0.501403,0.182826,-0.158608,-0.500356,0.152183,-0.255931,-0.497882,0.369844,-0.045899
2735,22.791667,-0.501398,0.182831,-0.158623,-0.500359,0.152176,-0.255929,-0.497879,0.369841,-0.045898
2736,22.800000,-0.501409,0.182824,-0.158610,-0.500360,0.152178,-0.255937,-0.497888,0.369837,-0.045892
2737,22.808333,-0.501407,0.182816,-0.158617,-0.500358,0.152196,-0.255973,-0.497887,0.369841,-0.045901
2738,22.816667,-0.501405,0.182803,-0.158605,-0.500356,0.152195,-0.255968,-0.497892,0.369825,-0.045896
2739,22.825000,-0.501400,0.182793,-0.158608,-0.500360,0.152174,-0.255943,-0.497891,0.369816,-0.045909
2740,22.833333,-0.501393,0.182797,-0.158623,-0.500357,0.152199,-0.255981,-0.497883,0.369808,-0.045912
2741,22.841667,-0.501393,0.182782,-0.158613,-0.500362,0.152172,-0.255933,-0.497880,0.369804,-0.045890
2742,22.850000,-0.501388,0.182786,-0.158610,-0.500356,0.152181,-0.255943,-0.497879,0.369798,-0.045899
2743,22.858333,-0.501394,0.182790,-0.158617,-0.500356,0.152191,-0.255960,-0.497870,0.369812,-0.045912
2744,22.866667,-0.501396,0.182780,-0.158593,-0.500352,0.152188,-0.255961,-0.497882,0.369802,-0.045875
2745,22.875000,-0.501396,0.182791,-0.158612,-0.500351,0.152184,-0.255941,-0.497878,0.369809,-0.045882
2746,22.883333,-0.501396,0.182788,-0.158597,-0.500353,0.152180,-0.255947,-0.497883,0.369810,-0.045884
2747,22.891667,-0.501400,0.182803,-0.158605,-0.500355,0.152193,-0.255945,-0.497885,0.369808,-0.045852
2748,22.900000,-0.501395,0.182824,-0.158624,-0.500362,0.152183,-0.255933,-0.497880,0.369822,-0.045859
2749,22.908333,-0.501404,0.182783,-0.158562,-0.500363,0.152185,-0.255940,-0.497884,0.369788,-0.045817
2750,22.916667,-0.501393,0.182765,-0.158580,-0.500359,0.152188,-0.255949,-0.497880,0.369773,-0.045831
2751,22.925000,-0.501406,0.182785,-0.158596,-0.500363,0.152177,-0.255929,-0.497885,0.369772,-0.045816
2752,22.933333,-0.501396,0.182724,-0.158595,-0.500357,0.152178,-0.255932,-0.497890,0.369708,-0.045837
2753,22.941667,-0.501387,0.182685,-0.158611,-0.500355,0.152198,-0.255955,-0.497870,0.369669,-0.045852
2754,22.950000,-0.501377,0.182594,-0.158574,-0.500364,0.152184,-0.255933,-0.497875,0.369593,-0.045824
2755,22.958333,-0.501377,0.182513,-0.158593,-0.500357,0.152196,-0.255959,-0.497874,0.369542,-0.045842
2756,22.966667,-0.501370,0.182467,-0.158612,-0.500355,0.152187,-0.255948,-0.497871,0.369483,-0.045856
2757,22.975000,-0.501374,0.182391,-0.158596,-0.500358,0.152170,-0.255916,-0.497872,0.369404,-0.045861
2758,22.983333,-0.501361,0.182340,-0.158616,-0.500353,0.152181,-0.255946,-0.497868,0.369333,-0.045866
2759,22.991667,-0.501361,0.182268,-0.158616,-0.500356,0.152190,-0.255964,-0.497860,0.369252,-0.045918
2760,23.000000,-0.501368,0.182173,-0.158604,-0.500359,0.152170,-0.255921,-0.497868,0.369147,-0.045882
2761,23.008333,-0.501355,0.182096,-0.158624,-0.500356,0.152189,-0.255948,-0.497857,0.369057,-0.045884
2762,23.016667,-0.501365,0.181993,-0.158622,-0.500362,0.152179,-0.255934,-0.497878,0.368964,-0.045854
2763,23.025000,-0.501368,0.181914,-0.158634,-0.500359,0.152186,-0.255952,-0.497874,0.368877,-0.045869
2764,23.033333,-0.501369,0.181826,-0.158641,-0.500366,0.152176,-0.255928,-0.497874,0.368787,-0.045862
2765,23.041667,-0.501372,0.181739,-0.158636,-0.500358,0.152185,-0.255948,-0.497881,0.368700,-0.045827
2766,23.050000,-0.501359,0.181677,-0.158662,-0.500359,0.152183,-0.255935,-0.497880,0.368632,-0.045824
2767,23.058333,-0.501358,0.181589,-0.158663,-0.500361,0.152183,-0.255944,-0.497875,0.368551,-0.045804
2768,23.066667,-0.501359,0.181507,-0.158650,-0.500361,0.152184,-0.255937,-0.497871,0.368471,-0.045831
2769,23.075000,-0.501348,0.181421,-0.158672,-0.500353,0.152183,-0.255943,-0.497860,0.368395,-0.045846
2770,23.083333,-0.501359,0.181335,-0.158661,-0.500358,0.152170,-0.255925,-0.497868,0.368303,-0.045819
2771,23.091667,-0.501353,0.181249,-0.158679,-0.500358,0.152177,-0.255939,-0.497865,0.368218,-0.045841
2772,23.100000,-0.501356,0.181152,-0.158664,-0.500355,0.152184,-0.255936,-0.497864,0.368134,-0.045849
2773,23.108333,-0.501367,0.181054,-0.158643,-0.500355,0.152186,-0.255946,-0.497861,0.368035,-0.045848
2774,23.116667,-0.501357,0.180989,-0.158684,-0.500356,0.152178,-0.255921,-0.497855,0.367964,-0.045869
2775,23.125000,-0.501367,0.180853,-0.158641,-0.500363,0.152178,-0.255935,-0.497851,0.367875,-0.045900
2776,23.133333,-0.501364,0.180794,-0.158665,-0.500364,0.152178,-0.255926,-0.497867,0.367786,-0.045866
2777,23.141667,-0.501360,0.180709,-0.158643,-0.500364,0.152185,-0.255937,-0.497862,0.367685,-0.045892
2778,23.150000,-0.501363,0.180628,-0.158644,-0.500359,0.152191,-0.255956,-0.497867,0.367599,-0.045886
2779,23.158333,-0.501355,0.180558,-0.158634,-0.500359,0.152190,-0.255960,-0.497857,0.367516,-0.045885
2780,23.166667,-0.501349,0.180470,-0.158638,-0.500363,0.152190,-0.255950,-0.497866,0.367437,-0.045893
2781,23.175000,-0.501345,0.180365,-0.158624,-0.500363,0.152183,-0.255929,-0.497864,0.367351,-0.045877
2782,23.183333,-0.501329,0.180311,-0.158676,-0.500355,0.152189,-0.255961,-0.497861,0.367255,-0.045842
2783,23.191667,-0.501316,0.180215,-0.158692,-0.500351,0.152194,-0.255953,-0.497860,0.367181,-0.045864
2784,23.200000,-0.501320,0.180138,-0.158691,-0.500360,0.152180,-0.255937,-0.497866,0.367087,-0.045836
2785,23.208333,-0.501311,0.180060,-0.158712,-0.500356,0.152184,-0.255935,-0.497861,0.367001,-0.045819
2786,23.216667,-0.501311,0.179965,-0.158688,-0.500360,0.152184,-0.255933,-0.497866,0.366911,-0.045814
2787,23.225000,-0.501322,0.179888,-0.158705,-0.500357,0.152192,-0.255958,-0.497856,0.366836,-0.045830
2788,23.233333,-0.501326,0.179789,-0.158681,-0.500358,0.152184,-0.255946,-0.497857,0.366734,-0.045806
2789,23.241667,-0.501337,0.179697,-0.158677,-0.500359,0.152198,-0.255974,-0.497860,0.366652,-0.045802
2790,23.250000,-0.501347,0.179608,-0.158677,-0.500362,0.152189,-0.255951,-0.497855,0.366571,-0.045818
2791,23.258333,-0.501336,0.179525,-0.158681,-0.500356,0.152194,-0.255964,-0.497852,0.366480,-0.045823
2792,23.266667,-0.501346,0.179433,-0.158691,-0.500363,0.152179,-0.255949,-0.497849,0.366407,-0.045823
2793,23.275000,-0.501346,0.179366,-0.158694,-0.500358,0.152188,-0.255952,-0.497836,0.366346,-0.045862
2794,23.283333,-0.501350,0.179235,-0.158665,-0.500363,0.152189,-0.255955,-0.497830,0.366274,-0.045881
2795,23.291667,-0.501345,0.179157,-0.158675,-0.500358,0.152178,-0.255929,-0.497841,0.366158,-0.045830
2796,23.300000,-0.501343,0.179084,-0.158658,-0.500355,0.152181,-0.255932,-0.497836,0.366077,-0.045866
2797,23.308333,-0.501338,0.179001,-0.158651,-0.500359,0.152173,-0.255926,-0.497845,0.365984,-0.045875
2798,23.316667,-0.501335,0.178910,-0.158641,-0.500354,0.152186,-0.255944,-0.497845,0.365905,-0.045884
2799,23.325000,-0.501329,0.178822,-0.158653,-0.500355,0.152176,-0.255936,-0.497853,0.365821,-0.045858
2800,23.333333,-0.501336,0.178722,-0.158601,-0.500356,0.152187,-0.255951,-0.497854,0.365731,-0.045867
2801,23.341667,-0.501318,0.178657,-0.158646,-0.500359,0.152188,-0.255954,-0.497855,0.365640,-0.045852
2802,23.350000,-0.501325,0.178552,-0.158622,-0.500358,0.152181,-0.255941,-0.497853,0.365551,-0.045818
2803,23.358333,-0.501317,0.178458,-0.158614,-0.500360,0.152189,-0.255956,-0.497855,0.365451,-0.045821
2804,23.366667,-0.501309,0.178384,-0.158646,-0.500355,0.152197,-0.255959,-0.497842,0.365367,-0.045855
2805,23.375000,-0.501310,0.178291,-0.158630,-0.500361,0.152172,-0.255926,-0.497847,0.365263,-0.045814
2806,23.383333,-0.501310,0.178233,-0.158664,-0.500358,0.152191,-0.255949,-0.497833,0.365184,-0.045851
2807,23.391667,-0.501315,0.178164,-0.158662,-0.500358,0.152191,-0.255946,-0.497825,0.365100,-0.045838
2808,23.400000,-0.501313,0.178089,-0.158678,-0.500352,0.152184,-0.255936,-0.497827,0.365024,-0.045851
2809,23.408333,-0.501311,0.177999,-0.158670,-0.500354,0.152182,-0.255942,-0.497814,0.364947,-0.045847
2810,23.416667,-0.501320,0.177901,-0.158666,-0.500351,0.152188,-0.255956,-0.497824,0.364853,-0.045812
2811,23.425000,-0.501323,0.177836,-0.158700,-0.500357,0.152190,-0.255951,-0.497822,0.364786,-0.045814
2812,23.433333,-0.501315,0.177635,-0.158738,-0.500358,0.152184,-0.255946,-0.497817,0.364726,-0.045842
2813,23.441667,-0.501330,0.177508,-0.158737,-0.500360,0.152181,-0.255942,-0.497811,0.364652,-0.045861
2814,23.450000,-0.501325,0.177423,-0.158736,-0.500364,0.152171,-0.255924,-0.497821,0.364550,-0.045875
2815,23.458333,-0.501328,0.177332,-0.158722,-0.500358,0.152191,-0.255961,-0.497814,0.364466,-0.045900
2816,23.466667,-0.501336,0.177334,-0.158615,-0.500363,0.152198,-0.255956,-0.497821,0.364377,-0.045894
2817,23.475000,-0.501325,0.177265,-0.158636,-0.500356,0.152180,-0.255939,-0.497824,0.364297,-0.045919
2818,23.483333,-0.501327,0.177165,-0.158618,-0.500361,0.152186,-0.255947,-0.497822,0.364197,-0.045883
2819,23.491667,-0.501308,0.176979,-0.158694,-0.500359,0.152178,-0.255927,-0.497820,0.364104,-0.045868
2820,23.500000,-0.501317,0.177007,-0.158617,-0.500356,0.152178,-0.255935,-0.497812,0.364015,-0.045872
2821,23.508333,-0.501317,0.176931,-0.158619,-0.500356,0.152176,-0.255934,-0.497803,0.363949,-0.045898
2822,23.516667,-0.501307,0.176856,-0.158624,-0.500358,0.152184,-0.255938,-0.497794,0.363861,-0.045923
2823,23.525000,-0.501298,0.176787,-0.158630,-0.500350,0.152188,-0.255953,-0.497781,0.363781,-0.045926
2824,23.533333,-0.501313,0.176706,-0.158631,-0.500358,0.152173,-0.255927,-0.497786,0.363700,-0.045918
2825,23.541667,-0.501294,0.176541,-0.158729,-0.500356,0.152197,-0.255965,-0.497774,0.363615,-0.045944
2826,23.550000,-0.501299,0.176466,-0.158720,-0.500358,0.152186,-0.255947,-0.497776,0.363540,-0.045925
2827,23.558333,-0.501298,0.176394,-0.158727,-0.500360,0.152189,-0.255961,-0.497789,0.363461,-0.045918
2828,23.566667,-0.501298,0.176322,-0.158739,-0.500359,0.152188,-0.255941,-0.497784,0.363398,-0.045922
2829,23.575000,-0.501296,0.176245,-0.158736,-0.500358,0.152180,-0.255936,-0.497798,0.363311,-0.045885
2830,23.583333,-0.501289,0.176156,-0.158757,-0.500360,0.152181,-0.255939,-0.497798,0.363226,-0.045896
2831,23.591667,-0.501295,0.176075,-0.158744,-0.500364,0.152173,-0.255919,-0.497795,0.363170,-0.045905
2832,23.600000,-0.501302,0.175958,-0.158741,-0.500362,0.152187,-0.255945,-0.497796,0.363090,-0.045910
2833,23.608333,-0.501298,0.175871,-0.158743,-0.500356,0.152199,-0.255967,-0.497788,0.363010,-0.045912
2834,23.616667,-0.501309,0.175780,-0.158722,-0.500357,0.152193,-0.255951,-0.497795,0.362922,-0.045907
2835,23.625000,-0.501305,0.175671,-0.158704,-0.500360,0.152183,-0.255942,-0.497783,0.362829,-0.045946
2836,23.633333,-0.501297,0.175603,-0.158712,-0.500355,0.152195,-0.255954,-0.497772,0.362758,-0.045973
2837,23.641667,-0.501309,0.175496,-0.158695,-0.500359,0.152182,-0.255940,-0.497777,0.362657,-0.045968
2838,23.650000,-0.501304,0.175400,-0.158660,-0.500352,0.152193,-0.255953,-0.497774,0.362557,-0.045962
2839,23.658333,-0.501306,0.175326,-0.158685,-0.500356,0.152187,-0.255945,-0.497762,0.362467,-0.045986
2840,23.666667,-0.501296,0.175247,-0.158674,-0.500357,0.152182,-0.255944,-0.497757,0.362388,-0.045970
2841,23.675000,-0.501293,0.175150,-0.158649,-0.500359,0.152191,-0.255953,-0.497739,0.362309,-0.046010
2842,23.683333,-0.501289,0.175074,-0.158660,-0.500352,0.152191,-0.255961,-0.497743,0.362207,-0.046000
2843,23.691667,-0.501289,0.174988,-0.158654,-0.500354,0.152204,-0.255980,-0.497738,0.362141,-0.046033
2844,23.700000,-0.501286,0.174902,-0.158639,-0.500355,0.152190,-0.255941,-0.497730,0.362058,-0.046036
2845,23.708333,-0.501283,0.174827,-0.158666,-0.500358,0.152191,-0.255957,-0.497744,0.361979,-0.046027
2846,23.716667,-0.501269,0.174752,-0.158687,-0.500358,0.152184,-0.255946,-0.497746,0.361895,-0.046000
2847,23.725000,-0.501263,0.174684,-0.158696,-0.500355,0.152185,-0.255947,-0.497743,0.361834,-0.046026
2848,23.733333,-0.501257,0.174597,-0.158685,-0.500358,0.152195,-0.255944,-0.497751,0.361753,-0.046004
