Format Version,1.21,Take Name,Take 2022-02-08 06.47.42 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-08 06.47.42.720 PM,Total Frames in Take,64656,Total Exported Frames,5775,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:100,Unlabeled:100,Unlabeled:100,Unlabeled:101,Unlabeled:101,Unlabeled:101,Unlabeled:102,Unlabeled:102,Unlabeled:102
,,"8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357064","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357065","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
6173,51.441667,-0.500535,0.135313,-0.158920,-0.500408,0.152095,-0.255843,-0.497112,0.322210,-0.045996
6174,51.450000,-0.500556,0.135187,-0.158902,-0.500409,0.152077,-0.255817,-0.497065,0.322079,-0.046004
6175,51.458333,-0.500559,0.135031,-0.158902,-0.500413,0.152094,-0.255840,-0.497073,0.321968,-0.046065
6176,51.466667,-0.500544,0.134898,-0.158922,-0.500417,0.152087,-0.255841,-0.497074,0.321839,-0.046075
6177,51.475000,-0.500564,0.134739,-0.158903,-0.500429,0.152058,-0.255798,-0.497053,0.321683,-0.046050
6178,51.483333,-0.500538,0.134617,-0.158917,-0.500425,0.152048,-0.255801,-0.497082,0.321564,-0.046035
6179,51.491667,-0.500540,0.134498,-0.158928,-0.500432,0.152037,-0.255785,-0.497070,0.321438,-0.046036
6180,51.500000,-0.500541,0.134375,-0.158913,-0.500442,0.152024,-0.255772,-0.497062,0.321313,-0.046025
6181,51.508333,-0.500524,0.134259,-0.158934,-0.500443,0.152011,-0.255748,-0.497091,0.321201,-0.046059
6182,51.516667,-0.500536,0.134128,-0.158900,-0.500451,0.152007,-0.255750,-0.497064,0.321064,-0.046025
6183,51.525000,-0.500530,0.134036,-0.158916,-0.500455,0.152000,-0.255749,-0.497082,0.320939,-0.046023
6184,51.533333,-0.500526,0.133934,-0.158913,-0.500459,0.151999,-0.255747,-0.497079,0.320810,-0.046028
6185,51.541667,-0.500539,0.133793,-0.158891,-0.500464,0.151996,-0.255732,-0.497036,0.320702,-0.046045
6186,51.550000,-0.500518,0.133673,-0.158879,-0.500473,0.151979,-0.255717,-0.497057,0.320593,-0.046076
6187,51.558333,-0.500524,0.133541,-0.158906,-0.500473,0.151977,-0.255715,-0.497038,0.320461,-0.046051
6188,51.566667,-0.500531,0.133379,-0.158883,-0.500481,0.151965,-0.255695,-0.497040,0.320348,-0.046075
6189,51.575000,-0.500516,0.133248,-0.158885,-0.500487,0.151969,-0.255706,-0.497059,0.320215,-0.046075
6190,51.583333,-0.500541,0.133112,-0.158868,-0.500491,0.151951,-0.255684,-0.497027,0.320099,-0.046103
6191,51.591667,-0.500528,0.132979,-0.158864,-0.500488,0.151949,-0.255683,-0.497056,0.319961,-0.046080
6192,51.600000,-0.500528,0.132852,-0.158874,-0.500494,0.151932,-0.255652,-0.497066,0.319824,-0.046063
6193,51.608333,-0.500538,0.132723,-0.158861,-0.500495,0.151945,-0.255691,-0.497033,0.319713,-0.046060
6194,51.616667,-0.500530,0.132588,-0.158858,-0.500505,0.151924,-0.255644,-0.497063,0.319576,-0.046064
6195,51.625000,-0.500539,0.132509,-0.158826,-0.500516,0.151923,-0.255656,-0.497013,0.319451,-0.046098
6196,51.633333,-0.500532,0.132435,-0.158827,-0.500517,0.151919,-0.255653,-0.497012,0.319316,-0.046092
6197,51.641667,-0.500528,0.132376,-0.158848,-0.500525,0.151927,-0.255673,-0.497027,0.319199,-0.046080
6198,51.650000,-0.500532,0.132280,-0.158834,-0.500545,0.151871,-0.255631,-0.496999,0.319100,-0.046107
6199,51.658333,-0.500516,0.132206,-0.158832,-0.500511,0.151841,-0.255610,-0.497017,0.319014,-0.046129
6200,51.666667,-0.500516,0.132126,-0.158853,-0.500557,0.151822,-0.255618,-0.497021,0.318902,-0.046070
6201,51.675000,-0.500525,0.132029,-0.158849,-0.500552,0.151759,-0.255570,-0.496998,0.318799,-0.046105
6202,51.683333,-0.500494,0.131944,-0.158895,-0.500508,0.151727,-0.255558,-0.497028,0.318683,-0.046110
6203,51.691667,-0.500520,0.131765,-0.158858,-0.500574,0.151673,-0.255530,-0.497009,0.318543,-0.046076
6204,51.700000,-0.500499,0.131643,-0.158870,-0.500505,0.151619,-0.255490,-0.497012,0.318410,-0.046086
6205,51.708333,-0.500489,0.131505,-0.158888,-0.500511,0.151559,-0.255458,-0.497041,0.318285,-0.046115
6206,51.716667,-0.500501,0.131349,-0.158890,-0.500549,0.151504,-0.255426,-0.497002,0.318153,-0.046108
6207,51.725000,-0.500489,0.131222,-0.158889,-0.500467,0.151457,-0.255391,-0.497013,0.317996,-0.046102
6208,51.733333,-0.500495,0.131083,-0.158874,-0.500510,0.151429,-0.255378,-0.497007,0.317856,-0.046112
6209,51.741667,-0.500502,0.130937,-0.158844,-0.500534,0.151374,-0.255347,-0.496980,0.317721,-0.046066
6210,51.750000,-0.500482,0.130862,-0.158881,-0.500468,0.151368,-0.255356,-0.496995,0.317620,-0.046101
6211,51.758333,-0.500512,0.130728,-0.158837,-0.500536,0.151294,-0.255319,-0.496981,0.317503,-0.046088
6212,51.766667,-0.500502,0.130638,-0.158852,-0.500496,0.151246,-0.255284,-0.496995,0.317394,-0.046063
6213,51.775000,-0.500484,0.130535,-0.158874,-0.500477,0.151215,-0.255275,-0.497012,0.317285,-0.046067
6214,51.783333,-0.500494,0.130412,-0.158867,-0.500523,0.151162,-0.255238,-0.496992,0.317155,-0.046042
6215,51.791667,-0.500468,0.130294,-0.158867,-0.500467,0.151117,-0.255213,-0.497014,0.317041,-0.046052
6216,51.800000,-0.500469,0.130161,-0.158834,-0.500497,0.151082,-0.255199,-0.497008,0.316925,-0.046085
6217,51.808333,-0.500462,0.130023,-0.158839,-0.500490,0.151035,-0.255160,-0.496987,0.316787,-0.046073
6218,51.816667,-0.500436,0.129923,-0.158890,-0.500449,0.150987,-0.255134,-0.497023,0.316650,-0.046093
6219,51.825000,-0.500448,0.129816,-0.158871,-0.500512,0.150924,-0.255071,-0.496992,0.316505,-0.046069
6220,51.833333,-0.500435,0.129695,-0.158895,-0.500452,0.150881,-0.255065,-0.497001,0.316364,-0.046065
6221,51.841667,-0.500437,0.129576,-0.158899,-0.500471,0.150829,-0.255054,-0.497009,0.316236,-0.046072
6222,51.850000,-0.500450,0.129427,-0.158863,-0.500495,0.150772,-0.255028,-0.496969,0.316119,-0.046078
6223,51.858333,-0.500435,0.129337,-0.158910,-0.500429,0.150736,-0.255035,-0.496998,0.315990,-0.046040
6224,51.866667,-0.500450,0.129198,-0.158871,-0.500480,0.150669,-0.254981,-0.496989,0.315884,-0.046077
6225,51.875000,-0.500443,0.129086,-0.158917,-0.500467,0.150613,-0.254956,-0.496977,0.315761,-0.046064
6226,51.883333,-0.500430,0.128959,-0.158901,-0.500431,0.150540,-0.254916,-0.497014,0.315637,-0.046055
6227,51.891667,-0.500435,0.128834,-0.158918,,,,-0.496979,0.315509,-0.046051
6228,51.900000,-0.500424,0.128710,-0.158927,-0.500428,0.150445,-0.254841,-0.496995,0.315378,-0.046048
6229,51.908333,-0.500416,0.128588,-0.158928,-0.500499,0.150249,-0.254699,-0.496996,0.315252,-0.046096
6230,51.916667,-0.500416,0.128459,-0.158914,-0.500527,0.150188,-0.254654,-0.496970,0.315097,-0.046077
6231,51.925000,-0.500402,0.128315,-0.158929,-0.500463,0.150178,-0.254679,-0.496993,0.314982,-0.046131
6232,51.933333,-0.500400,0.128215,-0.158948,-0.500509,0.150121,-0.254658,-0.496987,0.314844,-0.046086
6233,51.941667,-0.500397,0.128102,-0.158931,-0.500484,0.150090,-0.254654,-0.496964,0.314717,-0.046058
6234,51.950000,-0.500379,0.128026,-0.158973,-0.500455,0.150035,-0.254618,-0.496988,0.314597,-0.046067
6235,51.958333,-0.500381,0.127915,-0.158983,-0.500512,0.149991,-0.254595,-0.496964,0.314478,-0.046061
6236,51.966667,-0.500383,0.127810,-0.158993,-0.500463,0.149964,-0.254601,-0.496957,0.314383,-0.046061
6237,51.975000,-0.500362,0.127697,-0.159020,-0.500461,0.149910,-0.254563,-0.496982,0.314277,-0.046083
6238,51.983333,-0.500373,0.127578,-0.159027,-0.500499,0.149858,-0.254526,-0.496955,0.314162,-0.046078
6239,51.991667,-0.500364,0.127460,-0.159048,-0.500443,0.149837,-0.254540,-0.496977,0.314030,-0.046080
6240,52.000000,-0.500363,0.127326,-0.159059,-0.500462,0.149779,-0.254516,-0.496989,0.313899,-0.046076
6241,52.008333,-0.500367,0.127211,-0.159051,-0.500485,0.149734,-0.254481,-0.496959,0.313778,-0.046109
6242,52.016667,-0.500358,0.127086,-0.159042,-0.500436,0.149683,-0.254451,-0.496987,0.313639,-0.046107
6243,52.025000,-0.500376,0.126972,-0.159024,-0.500471,0.149639,-0.254438,-0.496969,0.313502,-0.046076
6244,52.033333,-0.500374,0.126891,-0.159039,-0.500466,0.149593,-0.254399,-0.496947,0.313391,-0.046111
6245,52.041667,-0.500372,0.126774,-0.159038,-0.500442,0.149548,-0.254388,-0.496983,0.313258,-0.046086
6246,52.050000,-0.500381,0.126674,-0.159021,-0.500498,0.149516,-0.254365,-0.496953,0.313117,-0.046057
6247,52.058333,-0.500375,0.126557,-0.159014,-0.500462,0.149476,-0.254346,-0.496959,0.312996,-0.046052
6248,52.066667,-0.500368,0.126451,-0.159017,-0.500478,0.149401,-0.254263,-0.496980,0.312868,-0.046055
6249,52.075000,-0.500366,0.126318,-0.159011,-0.500499,0.149356,-0.254257,-0.496938,0.312763,-0.046094
6250,52.083333,-0.500350,0.126160,-0.159008,-0.500451,0.149287,-0.254210,-0.496974,0.312641,-0.046101
6251,52.091667,-0.500339,0.126025,-0.159066,-0.500491,0.149214,-0.254159,-0.496961,0.312521,-0.046143
6252,52.100000,-0.500327,0.125882,-0.159071,-0.500493,0.149127,-0.254102,-0.496925,0.312413,-0.046239
6253,52.108333,-0.500320,0.125735,-0.159084,-0.500447,0.149055,-0.254033,-0.496953,0.312259,-0.046197
6254,52.116667,-0.500340,0.125596,-0.159089,-0.500493,0.148979,-0.253976,-0.496927,0.312111,-0.046210
6255,52.125000,-0.500337,0.125467,-0.159095,-0.500460,0.148924,-0.253959,-0.496931,0.311989,-0.046228
6256,52.133333,-0.500342,0.125356,-0.159077,-0.500465,0.148875,-0.253937,-0.496944,0.311851,-0.046198
6257,52.141667,-0.500353,0.125248,-0.159068,-0.500487,0.148863,-0.253944,-0.496912,0.311720,-0.046170
6258,52.150000,-0.500346,0.125147,-0.159052,-0.500451,0.148800,-0.253892,-0.496948,0.311593,-0.046135
6259,52.158333,-0.500360,0.125025,-0.159039,-0.500478,0.148760,-0.253863,-0.496937,0.311476,-0.046141
6260,52.166667,-0.500360,0.124925,-0.159040,-0.500469,0.148732,-0.253882,-0.496916,0.311368,-0.046105
6261,52.175000,-0.500350,0.124814,-0.159027,-0.500442,0.148678,-0.253844,-0.496951,0.311252,-0.046101
6262,52.183333,-0.500349,0.124701,-0.159020,-0.500484,0.148633,-0.253820,-0.496935,0.311149,-0.046127
6263,52.191667,-0.500337,0.124577,-0.159016,-0.500457,0.148573,-0.253780,-0.496901,0.311051,-0.046198
6264,52.200000,-0.500320,0.124448,-0.159021,-0.500452,0.148507,-0.253703,-0.496923,0.310934,-0.046209
6265,52.208333,-0.500325,0.124328,-0.159036,-0.500492,0.148469,-0.253728,-0.496886,0.310819,-0.046244
6266,52.216667,-0.500317,0.124226,-0.159053,-0.500443,0.148417,-0.253697,-0.496886,0.310688,-0.046263
6267,52.225000,-0.500311,0.124108,-0.159038,-0.500459,0.148336,-0.253621,-0.496912,0.310556,-0.046261
6268,52.233333,-0.500318,0.124015,-0.159045,-0.500501,0.148314,-0.253642,-0.496881,0.310429,-0.046254
6269,52.241667,-0.500319,0.123962,-0.159047,-0.500453,0.148277,-0.253598,-0.496925,0.310285,-0.046193
6270,52.250000,-0.500317,0.123920,-0.159044,-0.500486,0.148259,-0.253569,-0.496909,0.310159,-0.046164
6271,52.258333,-0.500322,0.123863,-0.159036,-0.500489,0.148216,-0.253582,-0.496891,0.310033,-0.046135
6272,52.266667,-0.500317,0.123804,-0.159023,-0.500472,0.148208,-0.253582,-0.496922,0.309935,-0.046137
6273,52.275000,-0.500320,0.123757,-0.159002,-0.500515,0.148168,-0.253534,-0.496887,0.309837,-0.046138
6274,52.283333,-0.500317,0.123713,-0.158995,-0.500488,0.148162,-0.253544,-0.496897,0.309730,-0.046142
6275,52.291667,-0.500326,0.123668,-0.158990,-0.500504,0.148135,-0.253518,-0.496903,0.309634,-0.046141
6276,52.300000,-0.500325,0.123636,-0.158999,-0.500528,0.148147,-0.253557,-0.496863,0.309543,-0.046179
6277,52.308333,-0.500313,0.123593,-0.158994,-0.500500,0.148104,-0.253499,-0.496883,0.309435,-0.046212
6278,52.316667,-0.500322,0.123528,-0.158956,-0.500534,0.148117,-0.253541,-0.496854,0.309320,-0.046193
6279,52.325000,-0.500320,0.123494,-0.158961,-0.500525,0.148080,-0.253476,-0.496842,0.309234,-0.046233
6280,52.333333,-0.500313,0.123441,-0.158953,-0.500519,0.148072,-0.253467,-0.496881,0.309136,-0.046213
6281,52.341667,-0.500318,0.123366,-0.158927,-0.500559,0.148052,-0.253449,-0.496839,0.309033,-0.046216
6282,52.350000,-0.500308,0.123325,-0.158933,-0.500536,0.148042,-0.253438,-0.496862,0.308916,-0.046207
6283,52.358333,-0.500315,0.123270,-0.158880,-0.500550,0.148024,-0.253421,-0.496879,0.308790,-0.046180
6284,52.366667,-0.500320,0.123223,-0.158859,-0.500567,0.148015,-0.253429,-0.496844,0.308680,-0.046182
6285,52.375000,-0.500302,0.123206,-0.158893,-0.500538,0.148009,-0.253434,-0.496871,0.308553,-0.046139
6286,52.383333,-0.500309,0.123140,-0.158846,-0.500580,0.147987,-0.253408,-0.496864,0.308423,-0.046096
6287,52.391667,-0.500312,0.123088,-0.158844,-0.500576,0.147971,-0.253423,-0.496844,0.308320,-0.046116
6288,52.400000,-0.500307,0.123054,-0.158844,-0.500560,0.147953,-0.253383,-0.496868,0.308214,-0.046152
6289,52.408333,-0.500310,0.123000,-0.158836,-0.500595,0.147943,-0.253413,-0.496823,0.308111,-0.046194
6290,52.416667,-0.500308,0.122959,-0.158841,-0.500582,0.147923,-0.253385,-0.496823,0.307997,-0.046193
6291,52.425000,-0.500300,0.122898,-0.158796,-0.500588,0.147907,-0.253367,-0.496839,0.307869,-0.046176
6292,52.433333,-0.500288,0.122754,-0.158894,-0.500605,0.147900,-0.253357,-0.496810,0.307756,-0.046162
6293,52.441667,-0.500301,0.122802,-0.158770,-0.500589,0.147879,-0.253333,-0.496847,0.307653,-0.046153
6294,52.450000,-0.500303,0.122759,-0.158767,-0.500613,0.147869,-0.253323,-0.496826,0.307545,-0.046122
6295,52.458333,-0.500300,0.122720,-0.158762,-0.500608,0.147856,-0.253318,-0.496823,0.307427,-0.046123
6296,52.466667,-0.500302,0.122680,-0.158740,-0.500604,0.147831,-0.253297,-0.496855,0.307309,-0.046121
6297,52.475000,-0.500296,0.122630,-0.158729,-0.500627,0.147823,-0.253299,-0.496810,0.307178,-0.046086
6298,52.483333,-0.500295,0.122578,-0.158715,-0.500600,0.147804,-0.253293,-0.496825,0.307047,-0.046055
6299,52.491667,-0.500299,0.122516,-0.158685,-0.500614,0.147768,-0.253267,-0.496843,0.306913,-0.046036
6300,52.500000,-0.500299,0.122467,-0.158675,-0.500633,0.147762,-0.253273,-0.496805,0.306791,-0.046062
6301,52.508333,-0.500294,0.122416,-0.158658,-0.500602,0.147723,-0.253226,-0.496831,0.306679,-0.046078
6302,52.516667,-0.500295,0.122363,-0.158638,-0.500633,0.147695,-0.253189,-0.496821,0.306552,-0.046087
6303,52.525000,-0.500300,0.122317,-0.158624,-0.500632,0.147690,-0.253196,-0.496800,0.306449,-0.046083
6304,52.533333,-0.500291,0.122280,-0.158604,-0.500613,0.147657,-0.253154,-0.496836,0.306338,-0.046087
6305,52.541667,-0.500287,0.122231,-0.158592,-0.500651,0.147656,-0.253151,-0.496811,0.306239,-0.046094
6306,52.550000,-0.500293,0.122183,-0.158558,-0.500641,0.147637,-0.253144,-0.496809,0.306126,-0.046049
6307,52.558333,-0.500282,0.122143,-0.158542,-0.500622,0.147628,-0.253135,-0.496844,0.306015,-0.046027
6308,52.566667,-0.500283,0.122102,-0.158552,-0.500663,0.147603,-0.253117,-0.496812,0.305914,-0.046020
6309,52.575000,-0.500285,0.122052,-0.158520,-0.500641,0.147576,-0.253104,-0.496821,0.305775,-0.045984
6310,52.583333,-0.500277,0.122019,-0.158530,-0.500633,0.147561,-0.253082,-0.496833,0.305647,-0.045951
6311,52.591667,-0.500274,0.121956,-0.158506,-0.500657,0.147560,-0.253115,-0.496793,0.305517,-0.045920
6312,52.600000,-0.500277,0.121894,-0.158464,-0.500629,0.147516,-0.253060,-0.496813,0.305390,-0.045943
6313,52.608333,-0.500262,0.121855,-0.158457,-0.500640,0.147513,-0.253063,-0.496809,0.305257,-0.045954
6314,52.616667,-0.500265,0.121817,-0.158470,-0.500651,0.147500,-0.253045,-0.496783,0.305136,-0.045954
6315,52.625000,-0.500260,0.121746,-0.158419,-0.500624,0.147471,-0.253021,-0.496823,0.305017,-0.045982
6316,52.633333,-0.500258,0.121705,-0.158432,-0.500654,0.147467,-0.253017,-0.496801,0.304900,-0.045967
6317,52.641667,-0.500261,0.121653,-0.158401,-0.500657,0.147444,-0.252992,-0.496797,0.304788,-0.045958
6318,52.650000,-0.500258,0.121621,-0.158403,-0.500633,0.147413,-0.252949,-0.496815,0.304680,-0.045992
6319,52.658333,-0.500257,0.121582,-0.158387,-0.500664,0.147400,-0.252960,-0.496776,0.304577,-0.045967
6320,52.666667,-0.500256,0.121548,-0.158383,-0.500643,0.147392,-0.252959,-0.496803,0.304478,-0.045984
6321,52.675000,-0.500254,0.121509,-0.158380,-0.500647,0.147386,-0.252947,-0.496814,0.304373,-0.045984
6322,52.683333,-0.500255,0.121472,-0.158379,-0.500664,0.147358,-0.252930,-0.496793,0.304236,-0.045894
6323,52.691667,-0.500261,0.121396,-0.158363,-0.500632,0.147342,-0.252907,-0.496828,0.304107,-0.045850
6324,52.700000,-0.500249,0.121370,-0.158360,-0.500661,0.147332,-0.252908,-0.496809,0.303988,-0.045842
6325,52.708333,-0.500254,0.121324,-0.158358,-0.500657,0.147315,-0.252885,-0.496790,0.303861,-0.045825
6326,52.716667,-0.500234,0.121307,-0.158373,-0.500628,0.147302,-0.252874,-0.496808,0.303751,-0.045841
6327,52.725000,-0.500239,0.121259,-0.158349,-0.500668,0.147281,-0.252854,-0.496791,0.303636,-0.045879
6328,52.733333,-0.500247,0.121215,-0.158334,-0.500650,0.147262,-0.252842,-0.496767,0.303527,-0.045908
6329,52.741667,-0.500240,0.121165,-0.158313,-0.500641,0.147235,-0.252814,-0.496809,0.303388,-0.045878
6330,52.750000,-0.500246,0.121121,-0.158280,-0.500676,0.147238,-0.252829,-0.496777,0.303269,-0.045894
6331,52.758333,-0.500246,0.121084,-0.158287,-0.500654,0.147210,-0.252790,-0.496777,0.303154,-0.045886
6332,52.766667,-0.500243,0.121049,-0.158264,-0.500653,0.147200,-0.252781,-0.496784,0.303039,-0.045903
6333,52.775000,-0.500254,0.121012,-0.158265,-0.500685,0.147194,-0.252776,-0.496769,0.302939,-0.045863
6334,52.783333,-0.500245,0.120985,-0.158264,-0.500651,0.147178,-0.252764,-0.496789,0.302848,-0.045877
6335,52.791667,-0.500246,0.120958,-0.158262,-0.500669,0.147170,-0.252749,-0.496780,0.302748,-0.045844
6336,52.800000,-0.500252,0.120903,-0.158220,-0.500673,0.147151,-0.252744,-0.496752,0.302632,-0.045862
6337,52.808333,-0.500243,0.120871,-0.158193,-0.500658,0.147139,-0.252724,-0.496785,0.302503,-0.045807
6338,52.816667,-0.500248,0.120822,-0.158161,-0.500682,0.147117,-0.252715,-0.496760,0.302367,-0.045807
6339,52.825000,-0.500234,0.120798,-0.158163,-0.500668,0.147094,-0.252692,-0.496754,0.302231,-0.045809
6340,52.833333,-0.500235,0.120764,-0.158157,-0.500655,0.147098,-0.252706,-0.496770,0.302106,-0.045816
6341,52.841667,-0.500241,0.120713,-0.158119,-0.500679,0.147085,-0.252701,-0.496728,0.302000,-0.045818
6342,52.850000,-0.500236,0.120682,-0.158106,-0.500660,0.147071,-0.252674,-0.496741,0.301886,-0.045848
6343,52.858333,-0.500229,0.120659,-0.158113,-0.500671,0.147057,-0.252663,-0.496741,0.301758,-0.045840
6344,52.866667,-0.500236,0.120616,-0.158081,-0.500687,0.147047,-0.252650,-0.496721,0.301653,-0.045843
6345,52.875000,-0.500226,0.120602,-0.158083,-0.500659,0.147041,-0.252637,-0.496761,0.301542,-0.045823
6346,52.883333,-0.500232,0.120557,-0.158065,-0.500692,0.147025,-0.252624,-0.496744,0.301439,-0.045793
6347,52.891667,-0.500237,0.120531,-0.158049,-0.500684,0.147023,-0.252620,-0.496727,0.301350,-0.045807
6348,52.900000,-0.500233,0.120514,-0.158036,-0.500671,0.147020,-0.252632,-0.496763,0.301270,-0.045788
6349,52.908333,-0.500236,0.120482,-0.158021,-0.500694,0.147006,-0.252616,-0.496716,0.301198,-0.045773
6350,52.916667,-0.500238,0.120460,-0.157996,-0.500671,0.147002,-0.252614,-0.496724,0.301109,-0.045742
6351,52.925000,-0.500233,0.120446,-0.157993,-0.500677,0.146985,-0.252601,-0.496728,0.301071,-0.045795
6352,52.933333,-0.500234,0.120442,-0.158005,-0.500697,0.146976,-0.252597,-0.496693,0.300999,-0.045765
6353,52.941667,-0.500225,0.120412,-0.157998,-0.500659,0.146975,-0.252591,-0.496714,0.300964,-0.045790
6354,52.950000,-0.500235,0.120408,-0.157987,-0.500682,0.146981,-0.252600,-0.496709,0.300916,-0.045815
6355,52.958333,-0.500232,0.120398,-0.157979,-0.500696,0.146961,-0.252573,-0.496673,0.300861,-0.045834
6356,52.966667,-0.500230,0.120374,-0.157979,-0.500668,0.146963,-0.252564,-0.496719,0.300831,-0.045836
6357,52.975000,-0.500238,0.120364,-0.157977,-0.500699,0.146968,-0.252577,-0.496691,0.300788,-0.045805
6358,52.983333,-0.500229,0.120381,-0.158001,-0.500677,0.146948,-0.252552,-0.496676,0.300765,-0.045857
6359,52.991667,-0.500237,0.120353,-0.157977,-0.500680,0.146941,-0.252555,-0.496707,0.300743,-0.045838
6360,53.000000,-0.500238,0.120355,-0.157986,-0.500702,0.146947,-0.252586,-0.496672,0.300737,-0.045823
6361,53.008333,-0.500228,0.120358,-0.157982,-0.500669,0.146954,-0.252578,-0.496683,0.300764,-0.045842
6362,53.016667,-0.500231,0.120360,-0.157978,-0.500674,0.146948,-0.252551,-0.496675,0.300775,-0.045839
6363,53.025000,-0.500229,0.120377,-0.157986,-0.500686,0.146954,-0.252545,-0.496682,0.300787,-0.045817
6364,53.033333,-0.500228,0.120377,-0.157992,-0.500671,0.146964,-0.252564,-0.496681,0.300800,-0.045832
6365,53.041667,-0.500226,0.120372,-0.157966,-0.500666,0.146955,-0.252543,-0.496689,0.300782,-0.045804
6366,53.050000,-0.500223,0.120367,-0.157945,-0.500673,0.146972,-0.252545,-0.496681,0.300774,-0.045856
6367,53.058333,-0.500231,0.120367,-0.157945,-0.500677,0.146953,-0.252532,-0.496691,0.300774,-0.045853
6368,53.066667,-0.500222,0.120360,-0.157944,-0.500669,0.146957,-0.252522,-0.496697,0.300780,-0.045875
6369,53.075000,-0.500225,0.120358,-0.157951,-0.500669,0.146960,-0.252540,-0.496694,0.300813,-0.045896
6370,53.083333,-0.500224,0.120362,-0.157972,-0.500672,0.146948,-0.252526,-0.496703,0.300843,-0.045876
6371,53.091667,-0.500216,0.120382,-0.157993,-0.500661,0.146955,-0.252536,-0.496696,0.300893,-0.045879
6372,53.100000,-0.500221,0.120384,-0.158006,-0.500667,0.146948,-0.252528,-0.496693,0.300952,-0.045900
6373,53.108333,-0.500217,0.120394,-0.157990,-0.500658,0.146961,-0.252527,-0.496704,0.300989,-0.045861
6374,53.116667,-0.500215,0.120415,-0.158009,-0.500654,0.146974,-0.252529,-0.496703,0.301050,-0.045888
6375,53.125000,-0.500208,0.120425,-0.157992,-0.500647,0.146985,-0.252518,-0.496707,0.301078,-0.045901
6376,53.133333,-0.500209,0.120442,-0.157997,-0.500648,0.146989,-0.252508,-0.496716,0.301133,-0.045899
6377,53.141667,-0.500206,0.120444,-0.157990,-0.500651,0.146992,-0.252495,-0.496719,0.301186,-0.045901
6378,53.150000,-0.500205,0.120462,-0.157999,-0.500642,0.147003,-0.252503,-0.496723,0.301254,-0.045891
6379,53.158333,-0.500194,0.120493,-0.158042,-0.500634,0.147006,-0.252509,-0.496722,0.301341,-0.045918
6380,53.166667,-0.500203,0.120503,-0.158024,-0.500647,0.147006,-0.252537,-0.496729,0.301412,-0.045919
6381,53.175000,-0.500204,0.120532,-0.158026,-0.500644,0.147021,-0.252562,-0.496726,0.301515,-0.045903
6382,53.183333,-0.500196,0.120571,-0.158044,-0.500642,0.147019,-0.252552,-0.496725,0.301632,-0.045918
6383,53.191667,-0.500196,0.120614,-0.158056,-0.500650,0.147037,-0.252602,-0.496727,0.301760,-0.045910
6384,53.200000,-0.500201,0.120628,-0.158030,-0.500649,0.147049,-0.252634,-0.496716,0.301888,-0.045921
6385,53.208333,-0.500206,0.120678,-0.158052,-0.500642,0.147072,-0.252647,-0.496726,0.301990,-0.045901
6386,53.216667,-0.500200,0.120711,-0.158063,-0.500656,0.147064,-0.252609,-0.496733,0.302081,-0.045888
6387,53.225000,-0.500200,0.120726,-0.158058,-0.500648,0.147088,-0.252639,-0.496732,0.302193,-0.045916
6388,53.233333,-0.500198,0.120750,-0.158067,-0.500636,0.147104,-0.252656,-0.496745,0.302275,-0.045903
6389,53.241667,-0.500205,0.120751,-0.158068,-0.500652,0.147094,-0.252622,-0.496746,0.302386,-0.045929
6390,53.250000,-0.500192,0.120785,-0.158103,-0.500634,0.147101,-0.252610,-0.496740,0.302492,-0.045930
6391,53.258333,-0.500199,0.120812,-0.158101,-0.500635,0.147112,-0.252631,-0.496748,0.302594,-0.045911
6392,53.266667,-0.500194,0.120857,-0.158123,-0.500636,0.147120,-0.252646,-0.496754,0.302734,-0.045948
6393,53.275000,-0.500194,0.120915,-0.158148,-0.500629,0.147137,-0.252663,-0.496765,0.302853,-0.045954
6394,53.283333,-0.500194,0.120941,-0.158128,-0.500635,0.147144,-0.252687,-0.496765,0.302972,-0.045953
6395,53.291667,-0.500200,0.120995,-0.158150,-0.500639,0.147167,-0.252734,-0.496766,0.303094,-0.045972
6396,53.300000,-0.500196,0.121041,-0.158178,-0.500633,0.147198,-0.252774,-0.496768,0.303206,-0.045972
6397,53.308333,-0.500204,0.121071,-0.158173,-0.500641,0.147193,-0.252759,-0.496765,0.303312,-0.045941
6398,53.316667,-0.500204,0.121090,-0.158184,-0.500643,0.147204,-0.252760,-0.496765,0.303435,-0.045984
6399,53.325000,-0.500200,0.121133,-0.158226,-0.500639,0.147221,-0.252780,-0.496772,0.303534,-0.045986
6400,53.333333,-0.500197,0.121162,-0.158246,-0.500637,0.147228,-0.252772,-0.496773,0.303626,-0.045993
6401,53.341667,-0.500195,0.121199,-0.158261,-0.500634,0.147247,-0.252782,-0.496773,0.303727,-0.045996
6402,53.350000,-0.500199,0.121203,-0.158238,-0.500634,0.147254,-0.252793,-0.496784,0.303824,-0.045960
