Format Version,1.21,Take Name,zzz10,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-25 09.11.19.842 PM,Total Frames in Take,10525,Total Exported Frames,10525,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
941,7.841667,-0.279951,0.224987,0.382667,-0.278391,0.012519,0.253100,-0.265901,-0.015592,0.217593,-0.263770,0.005391,0.164294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,7.850000,-0.279955,0.224985,0.382662,-0.278394,0.012524,0.253105,-0.265907,-0.015578,0.217602,-0.263782,0.005400,0.164284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,7.858333,-0.279945,0.224998,0.382673,-0.278385,0.012531,0.253109,-0.265932,-0.015557,0.217585,-0.263783,0.005406,0.164275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,7.866667,-0.279932,0.225012,0.382687,-0.278386,0.012549,0.253112,-0.265930,-0.015559,0.217604,-0.263790,0.005408,0.164271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,7.875000,-0.279929,0.225027,0.382691,-0.278398,0.012536,0.253120,-0.265942,-0.015563,0.217619,-0.263810,0.005406,0.164280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,7.883333,-0.279924,0.225038,0.382707,-0.278389,0.012540,0.253115,-0.265933,-0.015567,0.217615,-0.263801,0.005377,0.164306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,7.891667,-0.279932,0.225042,0.382713,-0.278394,0.012547,0.253104,-0.265938,-0.015577,0.217616,-0.263805,0.005378,0.164308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,7.900000,-0.279948,0.225043,0.382720,-0.278398,0.012533,0.253107,-0.265945,-0.015584,0.217609,-0.263803,0.005389,0.164302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,7.908333,-0.279948,0.225032,0.382706,-0.278384,0.012540,0.253099,-0.265917,-0.015592,0.217603,-0.263789,0.005398,0.164293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,7.916667,-0.279949,0.225016,0.382693,-0.278390,0.012533,0.253101,-0.265910,-0.015594,0.217606,-0.263785,0.005399,0.164307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,7.925000,-0.279943,0.225013,0.382691,-0.278388,0.012527,0.253108,-0.265900,-0.015591,0.217605,-0.263776,0.005394,0.164314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,7.933333,-0.279940,0.225016,0.382684,-0.278384,0.012535,0.253102,-0.265913,-0.015590,0.217598,-0.263783,0.005396,0.164301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,7.941667,-0.279932,0.225023,0.382693,-0.278385,0.012532,0.253096,-0.265909,-0.015591,0.217598,-0.263779,0.005395,0.164299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,7.950000,-0.279927,0.225033,0.382693,-0.278381,0.012542,0.253094,-0.265914,-0.015593,0.217602,-0.263793,0.005395,0.164293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,7.958333,-0.279920,0.225039,0.382711,-0.278378,0.012544,0.253095,-0.265931,-0.015575,0.217597,-0.263797,0.005396,0.164283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,7.966667,-0.279925,0.225047,0.382709,-0.278386,0.012549,0.253091,-0.265931,-0.015570,0.217607,-0.263808,0.005401,0.164273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,7.975000,-0.279930,0.225040,0.382705,-0.278386,0.012565,0.253091,-0.265917,-0.015567,0.217595,-0.263805,0.005402,0.164269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,7.983333,-0.279940,0.225032,0.382695,-0.278390,0.012550,0.253100,-0.265942,-0.015546,0.217594,-0.263796,0.005411,0.164266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,7.991667,-0.279956,0.225026,0.382686,-0.278399,0.012546,0.253093,-0.265940,-0.015556,0.217585,-0.263788,0.005393,0.164281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,8.000000,-0.279956,0.225025,0.382682,-0.278400,0.012540,0.253091,-0.265931,-0.015574,0.217593,-0.263788,0.005399,0.164285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,8.008333,-0.279947,0.225012,0.382688,-0.278395,0.012526,0.253090,-0.265911,-0.015596,0.217602,-0.263797,0.005394,0.164296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,8.016667,-0.279948,0.225023,0.382684,-0.278396,0.012525,0.253086,-0.265913,-0.015610,0.217593,-0.263796,0.005366,0.164311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,8.025000,-0.279934,0.225022,0.382691,-0.278385,0.012521,0.253088,-0.265916,-0.015617,0.217591,-0.263776,0.005367,0.164331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,8.033333,-0.279929,0.225025,0.382697,-0.278387,0.012524,0.253097,-0.265913,-0.015603,0.217601,-0.263788,0.005368,0.164328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,8.041667,-0.279925,0.225023,0.382705,-0.278377,0.012538,0.253102,-0.265912,-0.015588,0.217601,-0.263792,0.005376,0.164315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,8.050000,-0.279927,0.225028,0.382710,-0.278380,0.012553,0.253104,-0.265927,-0.015562,0.217608,-0.263778,0.005408,0.164289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,8.058333,-0.279935,0.225035,0.382712,-0.278389,0.012564,0.253105,-0.265936,-0.015535,0.217591,-0.263782,0.005414,0.164277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,8.066667,-0.279946,0.225041,0.382717,-0.278382,0.012563,0.253109,-0.265926,-0.015548,0.217610,-0.263782,0.005413,0.164270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,8.075000,-0.279942,0.225050,0.382648,-0.278384,0.012547,0.253143,-0.265923,-0.015559,0.217617,-0.263791,0.005413,0.164283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,8.083333,-0.279947,0.225163,0.382623,-0.278416,0.012569,0.253010,-0.265915,-0.015592,0.217592,-0.263768,0.005395,0.164304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,8.091667,-0.279950,0.225251,0.382617,-0.278326,0.012685,0.252994,-0.265898,-0.015622,0.217593,-0.263804,0.005373,0.164316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,8.100000,-0.279948,0.225333,0.382626,-0.278367,0.012569,0.253033,-0.265934,-0.015591,0.217661,-0.263795,0.005365,0.164318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,8.108333,-0.279947,0.225430,0.382643,-0.278417,0.012676,0.253021,-0.265966,-0.015561,0.217675,-0.263806,0.005394,0.164290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,8.116667,-0.279940,0.225546,0.382649,-0.278322,0.012716,0.253033,-0.265943,-0.015526,0.217705,-0.263797,0.005422,0.164265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,8.125000,-0.279938,0.225630,0.382658,-0.278359,0.012786,0.253028,-0.265969,-0.015475,0.217713,-0.263809,0.005454,0.164234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,8.133333,-0.279945,0.225689,0.382668,-0.278371,0.012832,0.253050,-0.265972,-0.015402,0.217741,-0.263788,0.005482,0.164242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,8.141667,-0.279956,0.225742,0.382663,-0.278363,0.012843,0.253077,-0.265981,-0.015361,0.217763,-0.263799,0.005517,0.164240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,8.150000,-0.279958,0.225793,0.382667,-0.278387,0.012874,0.253099,-0.265987,-0.015341,0.217798,-0.263800,0.005517,0.164252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,8.158333,-0.279949,0.225866,0.382661,-0.278356,0.012865,0.253097,-0.265994,-0.015362,0.217822,-0.263800,0.005514,0.164271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,8.166667,-0.279948,0.225937,0.382648,-0.278373,0.012887,0.253073,-0.265993,-0.015380,0.217844,-0.263803,0.005502,0.164299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,8.175000,-0.279943,0.226011,0.382641,-0.278377,0.012887,0.253070,-0.266002,-0.015395,0.217856,-0.263808,0.005494,0.164302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,8.183333,-0.279937,0.226100,0.382634,-0.278344,0.012916,0.253053,-0.266005,-0.015394,0.217881,-0.263811,0.005490,0.164303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,8.191667,-0.279948,0.226173,0.382622,-0.278335,0.012952,0.253060,-0.266015,-0.015367,0.217892,-0.263806,0.005499,0.164298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,8.200000,-0.279961,0.226260,0.382636,-0.278358,0.012988,0.253068,-0.266017,-0.015315,0.217904,-0.263825,0.005533,0.164254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,8.208333,-0.279975,0.226354,0.382621,-0.278356,0.013068,0.253067,-0.266031,-0.015241,0.217890,-0.263818,0.005573,0.164223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,8.216667,-0.279969,0.226442,0.382632,-0.278339,0.013107,0.253091,-0.266030,-0.015185,0.217936,-0.263817,0.005609,0.164196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,8.225000,-0.279968,0.226535,0.382637,-0.278342,0.013166,0.253081,-0.266052,-0.015137,0.217924,-0.263829,0.005642,0.164168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,8.233333,-0.279948,0.226621,0.382651,-0.278361,0.013242,0.253048,-0.266045,-0.015100,0.217918,-0.263833,0.005661,0.164168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,8.241667,-0.279943,0.226705,0.382651,-0.278355,0.013269,0.253043,-0.266052,-0.015077,0.217947,-0.263824,0.005676,0.164178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,8.250000,-0.279943,0.226789,0.382653,-0.278356,0.013313,0.253019,-0.266059,-0.015082,0.217956,-0.263837,0.005688,0.164179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,8.258333,-0.279949,0.226861,0.382644,-0.278363,0.013346,0.253023,-0.266084,-0.015045,0.217942,-0.263844,0.005705,0.164193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,8.266667,-0.279963,0.226936,0.382629,-0.278364,0.013363,0.253024,-0.266077,-0.015019,0.217956,-0.263844,0.005719,0.164191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,8.275000,-0.279970,0.227012,0.382615,-0.278370,0.013420,0.253024,-0.266083,-0.014989,0.217967,-0.263845,0.005738,0.164185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,8.283333,-0.279989,0.227078,0.382605,-0.278362,0.013436,0.253034,-0.266089,-0.014935,0.217987,-0.263853,0.005765,0.164156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,8.291667,-0.279990,0.227187,0.382623,-0.278366,0.013484,0.253024,-0.266100,-0.014900,0.217995,-0.263856,0.005786,0.164146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,8.300000,-0.279972,0.227273,0.382637,-0.278359,0.013550,0.253006,-0.266112,-0.014872,0.217998,-0.263859,0.005802,0.164134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,8.308333,-0.279981,0.227377,0.382630,-0.278330,0.013566,0.253029,-0.266118,-0.014844,0.218003,-0.263858,0.005815,0.164134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,8.316667,-0.279962,0.227487,0.382640,-0.278333,0.013646,0.252989,-0.266133,-0.014811,0.218010,-0.263867,0.005842,0.164113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,8.325000,-0.279966,0.227592,0.382626,-0.278322,0.013730,0.252962,-0.266138,-0.014776,0.218011,-0.263867,0.005885,0.164102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,8.333333,-0.279969,0.227659,0.382615,-0.278313,0.013767,0.252963,-0.266137,-0.014723,0.218015,-0.263859,0.005918,0.164086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,8.341667,-0.279982,0.227736,0.382592,-0.278324,0.013855,0.252933,-0.266135,-0.014661,0.218011,-0.263864,0.005954,0.164091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,8.350000,-0.279992,0.227795,0.382583,-0.278327,0.013934,0.252927,-0.266132,-0.014611,0.217999,-0.263875,0.006001,0.164075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,8.358333,-0.280005,0.227868,0.382568,-0.278332,0.013953,0.252946,-0.266128,-0.014554,0.218004,-0.263877,0.006039,0.164062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,8.366667,-0.280007,0.227953,0.382564,-0.278334,0.014028,0.252928,-0.266154,-0.014500,0.217998,-0.263886,0.006073,0.164038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,8.375000,-0.280004,0.228049,0.382569,-0.278315,0.014079,0.252925,-0.266158,-0.014460,0.218005,-0.263903,0.006114,0.164010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,8.383333,-0.279997,0.228156,0.382587,-0.278324,0.014127,0.252926,-0.266171,-0.014429,0.218011,-0.263912,0.006140,0.163990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,8.391667,-0.279982,0.228261,0.382615,-0.278315,0.014201,0.252894,-0.266188,-0.014394,0.218005,-0.263924,0.006172,0.163968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,8.400000,-0.279979,0.228356,0.382648,-0.278296,0.014266,0.252902,-0.266193,-0.014345,0.218020,-0.263931,0.006202,0.163959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,8.408333,-0.279981,0.228450,0.382649,-0.278291,0.014323,0.252891,-0.266191,-0.014292,0.218047,-0.263949,0.006258,0.163920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,8.416667,-0.279991,0.228526,0.382653,-0.278307,0.014425,0.252890,-0.266211,-0.014214,0.218052,-0.263955,0.006294,0.163911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,8.425000,-0.279997,0.228601,0.382638,-0.278299,0.014462,0.252903,-0.266204,-0.014156,0.218066,-0.263952,0.006341,0.163902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,8.433333,-0.279999,0.228666,0.382637,-0.278298,0.014566,0.252900,-0.266213,-0.014090,0.218058,-0.263947,0.006375,0.163894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,8.441667,-0.279999,0.228745,0.382629,-0.278306,0.014629,0.252902,-0.266212,-0.014013,0.218058,-0.263957,0.006440,0.163854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,8.450000,-0.279996,0.228829,0.382620,-0.278315,0.014682,0.252898,-0.266224,-0.013950,0.218082,-0.263945,0.006473,0.163863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,8.458333,-0.279985,0.228914,0.382620,-0.278310,0.014770,0.252899,-0.266227,-0.013899,0.218064,-0.263959,0.006508,0.163840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,8.466667,-0.279978,0.228993,0.382620,-0.278303,0.014806,0.252905,-0.266226,-0.013838,0.218102,-0.264005,0.006594,0.163755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,8.475000,-0.279977,0.229078,0.382619,-0.278321,0.014878,0.252895,-0.266236,-0.013792,0.218100,-0.264015,0.006615,0.163728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,8.483333,-0.279970,0.229166,0.382617,-0.278333,0.014971,0.252895,-0.266248,-0.013712,0.218104,-0.264030,0.006663,0.163713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,8.491667,-0.279993,0.229243,0.382605,-0.278323,0.015009,0.252909,-0.266257,-0.013643,0.218105,-0.264036,0.006703,0.163692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,8.500000,-0.280001,0.229331,0.382606,-0.278343,0.015090,0.252892,-0.266260,-0.013578,0.218104,-0.264056,0.006751,0.163659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,8.508333,-0.280011,0.229418,0.382613,-0.278338,0.015181,0.252875,-0.266262,-0.013495,0.218095,-0.264058,0.006786,0.163656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
