Format Version,1.21,Take Name,Take 2022-02-12 01.06.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-12 01.06.29.074 PM,Total Frames in Take,4575,Total Exported Frames,4575,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:681,Unlabeled:681,Unlabeled:681,Unlabeled:683,Unlabeled:683,Unlabeled:683
,,"8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AB"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
3565,29.708333,-0.393911,-0.012384,0.427921,-0.586400,0.196819,0.300228
3566,29.716667,-0.393925,-0.012392,0.427917,-0.586433,0.196815,0.300227
3567,29.725000,-0.393908,-0.012388,0.427916,-0.586432,0.196810,0.300225
3568,29.733333,-0.393895,-0.012381,0.427912,-0.586421,0.196816,0.300232
3569,29.741667,-0.393912,-0.012391,0.427916,-0.586423,0.196817,0.300230
3570,29.750000,-0.393878,-0.012386,0.427913,-0.586412,0.196821,0.300229
3571,29.758333,-0.393879,-0.012378,0.427908,-0.586375,0.196826,0.300226
3572,29.766667,-0.393876,-0.012381,0.427916,-0.586393,0.196825,0.300228
3573,29.775000,-0.393888,-0.012388,0.427908,-0.586429,0.196811,0.300227
3574,29.783333,-0.393906,-0.012386,0.427919,-0.586375,0.196829,0.300230
3575,29.791667,-0.393916,-0.012396,0.427919,-0.586384,0.196820,0.300227
3576,29.800000,-0.393904,-0.012387,0.427914,-0.586423,0.196817,0.300224
3577,29.808333,-0.393893,-0.012388,0.427913,-0.586366,0.196829,0.300224
3578,29.816667,-0.393916,-0.012393,0.427919,-0.586412,0.196820,0.300227
3579,29.825000,-0.393890,-0.012382,0.427913,-0.586393,0.196819,0.300230
3580,29.833333,-0.393880,-0.012389,0.427906,-0.586441,0.196815,0.300224
3581,29.841667,-0.393915,-0.012408,0.427917,-0.586401,0.196822,0.300227
3582,29.850000,-0.393910,-0.012402,0.427910,-0.586416,0.196820,0.300232
3583,29.858333,-0.393906,-0.012397,0.427909,-0.586418,0.196815,0.300229
3584,29.866667,-0.393885,-0.012392,0.427918,-0.586388,0.196820,0.300234
3585,29.875000,-0.393921,-0.012408,0.427918,-0.586432,0.196814,0.300231
3586,29.883333,-0.393894,-0.012394,0.427913,-0.586434,0.196811,0.300230
3587,29.891667,-0.393910,-0.012396,0.427915,-0.586424,0.196814,0.300234
3588,29.900000,-0.393912,-0.012401,0.427906,-0.586413,0.196812,0.300225
3589,29.908333,-0.393903,-0.012392,0.427909,-0.586409,0.196814,0.300230
3590,29.916667,-0.393913,-0.012399,0.427914,-0.586437,0.196812,0.300227
3591,29.925000,-0.393896,-0.012393,0.427906,-0.586414,0.196819,0.300225
3592,29.933333,-0.393890,-0.012388,0.427906,-0.586409,0.196819,0.300224
3593,29.941667,-0.393927,-0.012405,0.427917,-0.586406,0.196827,0.300223
3594,29.950000,-0.393912,-0.012401,0.427907,-0.586405,0.196820,0.300218
3595,29.958333,-0.393902,-0.012394,0.427909,-0.586374,0.196830,0.300222
3596,29.966667,-0.393911,-0.012407,0.427911,-0.586403,0.196816,0.300221
3597,29.975000,-0.393929,-0.012416,0.427921,-0.586397,0.196819,0.300227
3598,29.983333,-0.393940,-0.012416,0.427920,-0.586407,0.196814,0.300225
3599,29.991667,-0.393934,-0.012424,0.427915,-0.586422,0.196812,0.300229
3600,30.000000,-0.393926,-0.012421,0.427916,-0.586428,0.196808,0.300232
3601,30.008333,-0.393903,-0.012407,0.427911,-0.586412,0.196813,0.300231
3602,30.016667,-0.393917,-0.012417,0.427914,-0.586428,0.196808,0.300229
3603,30.025000,-0.393927,-0.012413,0.427916,-0.586413,0.196810,0.300227
3604,30.033333,-0.393915,-0.012406,0.427909,-0.586418,0.196819,0.300229
3605,30.041667,-0.393930,-0.012412,0.427909,-0.586398,0.196822,0.300220
3606,30.050000,-0.393934,-0.012413,0.427908,-0.586417,0.196827,0.300221
3607,30.058333,-0.393934,-0.012415,0.427911,-0.586410,0.196830,0.300223
3608,30.066667,-0.393914,-0.012406,0.427903,-0.586457,0.196812,0.300221
3609,30.075000,-0.393931,-0.012415,0.427913,-0.586421,0.196823,0.300226
3610,30.083333,-0.393930,-0.012421,0.427912,-0.586431,0.196821,0.300225
3611,30.091667,-0.393960,-0.012445,0.427915,-0.586400,0.196819,0.300226
3612,30.100000,-0.393935,-0.012432,0.427915,-0.586393,0.196821,0.300232
3613,30.108333,-0.393909,-0.012414,0.427912,-0.586416,0.196812,0.300225
3614,30.116667,-0.393862,-0.012389,0.427902,-0.586388,0.196815,0.300223
3615,30.125000,-0.393908,-0.012402,0.427907,-0.586383,0.196813,0.300229
3616,30.133333,-0.393894,-0.012395,0.427905,-0.586399,0.196813,0.300226
3617,30.141667,-0.393913,-0.012401,0.427907,-0.586407,0.196814,0.300223
3618,30.150000,-0.393904,-0.012400,0.427908,-0.586406,0.196808,0.300222
3619,30.158333,-0.393933,-0.012407,0.427909,-0.586395,0.196813,0.300223
3620,30.166667,-0.393933,-0.012407,0.427903,-0.586395,0.196818,0.300223
3621,30.175000,-0.393936,-0.012398,0.427915,-0.586380,0.196818,0.300224
3622,30.183333,-0.393918,-0.012394,0.427911,-0.586394,0.196815,0.300226
3623,30.191667,-0.393948,-0.012407,0.427918,-0.586421,0.196821,0.300224
3624,30.200000,-0.393932,-0.012406,0.427912,-0.586448,0.196801,0.300225
3625,30.208333,-0.393934,-0.012412,0.427909,-0.586420,0.196812,0.300228
3626,30.216667,-0.393926,-0.012413,0.427911,-0.586411,0.196813,0.300224
3627,30.225000,-0.393951,-0.012438,0.427916,-0.586421,0.196816,0.300222
3628,30.233333,-0.393919,-0.012422,0.427917,-0.586420,0.196814,0.300223
3629,30.241667,-0.393950,-0.012440,0.427920,-0.586398,0.196823,0.300222
3630,30.250000,-0.393950,-0.012436,0.427915,-0.586416,0.196822,0.300225
3631,30.258333,-0.393953,-0.012439,0.427921,-0.586400,0.196834,0.300222
3632,30.266667,-0.393924,-0.012419,0.427912,-0.586403,0.196832,0.300220
3633,30.275000,-0.393960,-0.012437,0.427919,-0.586415,0.196830,0.300222
3634,30.283333,-0.393961,-0.012431,0.427916,-0.586406,0.196828,0.300225
3635,30.291667,-0.393926,-0.012413,0.427909,-0.586425,0.196820,0.300225
3636,30.300000,-0.393952,-0.012436,0.427919,-0.586393,0.196824,0.300227
3637,30.308333,-0.393912,-0.012416,0.427902,-0.586411,0.196828,0.300221
3638,30.316667,-0.393919,-0.012417,0.427910,-0.586405,0.196824,0.300222
3639,30.325000,-0.393904,-0.012422,0.427907,-0.586395,0.196817,0.300220
3640,30.333333,-0.393911,-0.012411,0.427904,-0.586421,0.196808,0.300226
3641,30.341667,-0.393913,-0.012416,0.427904,-0.586384,0.196821,0.300225
3642,30.350000,-0.393906,-0.012424,0.427910,-0.586400,0.196816,0.300229
3643,30.358333,-0.393940,-0.012445,0.427908,-0.586394,0.196814,0.300222
3644,30.366667,-0.393905,-0.012426,0.427906,-0.586398,0.196815,0.300227
3645,30.375000,-0.393923,-0.012431,0.427909,-0.586398,0.196814,0.300229
3646,30.383333,-0.393910,-0.012425,0.427910,-0.586424,0.196806,0.300223
3647,30.391667,-0.393934,-0.012434,0.427918,-0.586405,0.196818,0.300228
3648,30.400000,-0.393919,-0.012424,0.427914,-0.586411,0.196819,0.300232
3649,30.408333,-0.393939,-0.012435,0.427922,-0.586429,0.196811,0.300226
3650,30.416667,-0.393963,-0.012449,0.427915,-0.586399,0.196826,0.300230
3651,30.425000,-0.393935,-0.012430,0.427912,-0.586421,0.196817,0.300226
3652,30.433333,-0.393916,-0.012418,0.427900,-0.586411,0.196817,0.300227
3653,30.441667,-0.393908,-0.012408,0.427908,-0.586390,0.196820,0.300228
3654,30.450000,-0.393916,-0.012416,0.427902,-0.586420,0.196812,0.300229
3655,30.458333,-0.393932,-0.012425,0.427904,-0.586432,0.196812,0.300227
3656,30.466667,-0.393930,-0.012427,0.427904,-0.586411,0.196818,0.300230
3657,30.475000,-0.393934,-0.012434,0.427904,-0.586419,0.196812,0.300233
3658,30.483333,-0.393914,-0.012424,0.427902,-0.586423,0.196815,0.300228
3659,30.491667,-0.393925,-0.012426,0.427903,-0.586407,0.196812,0.300228
3660,30.500000,-0.393922,-0.012435,0.427895,-0.586433,0.196809,0.300225
3661,30.508333,-0.393934,-0.012438,0.427906,-0.586423,0.196812,0.300224
3662,30.516667,-0.393932,-0.012445,0.427907,-0.586436,0.196810,0.300223
3663,30.525000,-0.393950,-0.012447,0.427906,-0.586419,0.196817,0.300222
3664,30.533333,-0.393938,-0.012440,0.427903,-0.586456,0.196809,0.300227
3665,30.541667,-0.393944,-0.012445,0.427911,-0.586414,0.196817,0.300227
3666,30.550000,-0.393960,-0.012453,0.427913,-0.586437,0.196813,0.300220
3667,30.558333,-0.393980,-0.012464,0.427912,-0.586453,0.196810,0.300219
3668,30.566667,-0.393962,-0.012458,0.427910,-0.586462,0.196806,0.300225
3669,30.575000,-0.393963,-0.012456,0.427919,-0.586449,0.196810,0.300234
3670,30.583333,-0.393965,-0.012461,0.427916,-0.586454,0.196812,0.300232
3671,30.591667,-0.393957,-0.012447,0.427915,-0.586428,0.196815,0.300229
3672,30.600000,-0.393955,-0.012460,0.427913,-0.586433,0.196816,0.300228
3673,30.608333,-0.393952,-0.012452,0.427915,-0.586410,0.196820,0.300232
3674,30.616667,-0.393927,-0.012448,0.427911,-0.586433,0.196811,0.300231
3675,30.625000,-0.393936,-0.012460,0.427909,-0.586417,0.196808,0.300229
3676,30.633333,-0.393907,-0.012444,0.427907,-0.586412,0.196814,0.300227
3677,30.641667,-0.393930,-0.012445,0.427908,-0.586410,0.196819,0.300228
3678,30.650000,-0.393963,-0.012466,0.427912,-0.586438,0.196810,0.300227
3679,30.658333,-0.393958,-0.012452,0.427909,-0.586417,0.196810,0.300233
3680,30.666667,-0.393937,-0.012440,0.427905,-0.586450,0.196813,0.300224
3681,30.675000,-0.393947,-0.012450,0.427913,-0.586428,0.196818,0.300232
3682,30.683333,-0.393949,-0.012452,0.427905,-0.586433,0.196811,0.300227
3683,30.691667,-0.393914,-0.012442,0.427909,-0.586416,0.196819,0.300225
3684,30.700000,-0.393942,-0.012444,0.427915,-0.586432,0.196811,0.300231
3685,30.708333,-0.393941,-0.012445,0.427915,-0.586400,0.196823,0.300228
3686,30.716667,-0.393942,-0.012450,0.427908,-0.586430,0.196812,0.300229
3687,30.725000,-0.393937,-0.012445,0.427906,-0.586423,0.196824,0.300234
3688,30.733333,-0.393914,-0.012439,0.427910,-0.586416,0.196815,0.300231
3689,30.741667,-0.393968,-0.012462,0.427911,-0.586408,0.196821,0.300232
3690,30.750000,-0.393929,-0.012446,0.427907,-0.586424,0.196816,0.300233
3691,30.758333,-0.393937,-0.012444,0.427908,-0.586411,0.196815,0.300228
3692,30.766667,-0.393937,-0.012450,0.427901,-0.586423,0.196810,0.300227
3693,30.775000,-0.393946,-0.012451,0.427908,-0.586414,0.196817,0.300230
3694,30.783333,-0.393948,-0.012453,0.427900,-0.586393,0.196817,0.300226
3695,30.791667,-0.393936,-0.012449,0.427902,-0.586394,0.196811,0.300231
3696,30.800000,-0.393975,-0.012461,0.427914,-0.586416,0.196820,0.300224
3697,30.808333,-0.393943,-0.012447,0.427901,-0.586414,0.196811,0.300230
3698,30.816667,-0.393929,-0.012443,0.427907,-0.586434,0.196813,0.300230
3699,30.825000,-0.393945,-0.012453,0.427914,-0.586429,0.196815,0.300231
3700,30.833333,-0.393931,-0.012450,0.427904,-0.586424,0.196818,0.300232
3701,30.841667,-0.393945,-0.012463,0.427911,-0.586428,0.196816,0.300232
3702,30.850000,-0.393944,-0.012457,0.427899,-0.586443,0.196811,0.300227
3703,30.858333,-0.393940,-0.012463,0.427902,-0.586398,0.196824,0.300223
3704,30.866667,-0.393942,-0.012464,0.427900,-0.586427,0.196815,0.300228
3705,30.875000,-0.393950,-0.012469,0.427907,-0.586432,0.196812,0.300223
3706,30.883333,-0.393958,-0.012473,0.427908,-0.586414,0.196816,0.300227
3707,30.891667,-0.393938,-0.012457,0.427903,-0.586432,0.196806,0.300224
3708,30.900000,-0.393932,-0.012459,0.427904,-0.586415,0.196813,0.300228
3709,30.908333,-0.393928,-0.012455,0.427903,-0.586420,0.196810,0.300226
3710,30.916667,-0.393953,-0.012470,0.427901,-0.586447,0.196820,0.300230
3711,30.925000,-0.393927,-0.012455,0.427908,-0.586427,0.196804,0.300230
3712,30.933333,-0.393927,-0.012455,0.427900,-0.586424,0.196821,0.300227
3713,30.941667,-0.393942,-0.012465,0.427908,-0.586444,0.196808,0.300231
3714,30.950000,-0.393955,-0.012475,0.427905,-0.586425,0.196816,0.300227
3715,30.958333,-0.393931,-0.012459,0.427907,-0.586443,0.196813,0.300229
3716,30.966667,-0.393940,-0.012469,0.427902,-0.586445,0.196813,0.300224
3717,30.975000,-0.393958,-0.012471,0.427906,-0.586434,0.196810,0.300229
3718,30.983333,-0.393930,-0.012448,0.427896,-0.586444,0.196807,0.300221
3719,30.991667,-0.393924,-0.012452,0.427899,-0.586430,0.196815,0.300223
3720,31.000000,-0.393931,-0.012459,0.427899,-0.586426,0.196808,0.300226
3721,31.008333,-0.393906,-0.012449,0.427896,-0.586404,0.196820,0.300224
3722,31.016667,-0.393924,-0.012462,0.427900,-0.586406,0.196824,0.300226
3723,31.025000,-0.393900,-0.012442,0.427898,-0.586411,0.196819,0.300226
3724,31.033333,-0.393910,-0.012453,0.427893,-0.586412,0.196817,0.300226
3725,31.041667,-0.393946,-0.012461,0.427905,-0.586436,0.196806,0.300225
3726,31.050000,-0.393930,-0.012462,0.427901,-0.586420,0.196815,0.300226
3727,31.058333,-0.393920,-0.012456,0.427891,-0.586429,0.196810,0.300226
3728,31.066667,-0.393929,-0.012464,0.427901,-0.586430,0.196814,0.300230
3729,31.075000,-0.393909,-0.012459,0.427892,-0.586429,0.196820,0.300227
3730,31.083333,-0.393923,-0.012465,0.427892,-0.586411,0.196816,0.300227
3731,31.091667,-0.393920,-0.012462,0.427901,-0.586408,0.196824,0.300228
3732,31.100000,-0.393925,-0.012463,0.427903,-0.586413,0.196821,0.300230
3733,31.108333,-0.393896,-0.012451,0.427890,-0.586425,0.196815,0.300229
3734,31.116667,-0.393903,-0.012453,0.427895,-0.586422,0.196814,0.300233
3735,31.125000,-0.393913,-0.012460,0.427891,-0.586438,0.196805,0.300228
3736,31.133333,-0.393912,-0.012454,0.427897,-0.586430,0.196817,0.300233
3737,31.141667,-0.393905,-0.012459,0.427897,-0.586439,0.196809,0.300235
3738,31.150000,-0.393917,-0.012467,0.427899,-0.586397,0.196821,0.300232
3739,31.158333,-0.393915,-0.012460,0.427899,-0.586413,0.196815,0.300231
3740,31.166667,-0.393941,-0.012477,0.427899,-0.586427,0.196808,0.300233
3741,31.175000,-0.393942,-0.012473,0.427898,-0.586427,0.196812,0.300228
3742,31.183333,-0.393953,-0.012487,0.427897,-0.586427,0.196808,0.300228
3743,31.191667,-0.393950,-0.012482,0.427896,-0.586418,0.196814,0.300230
3744,31.200000,-0.393953,-0.012479,0.427900,-0.586437,0.196807,0.300231
3745,31.208333,-0.393959,-0.012484,0.427898,-0.586467,0.196795,0.300232
3746,31.216667,-0.393931,-0.012464,0.427901,-0.586427,0.196811,0.300232
3747,31.225000,-0.393927,-0.012468,0.427893,-0.586426,0.196807,0.300231
3748,31.233333,-0.393942,-0.012477,0.427901,-0.586416,0.196811,0.300230
3749,31.241667,-0.393899,-0.012447,0.427900,-0.586409,0.196808,0.300228
3750,31.250000,-0.393959,-0.012484,0.427904,-0.586431,0.196807,0.300226
3751,31.258333,-0.393952,-0.012480,0.427899,-0.586430,0.196803,0.300231
3752,31.266667,-0.393944,-0.012478,0.427900,-0.586431,0.196803,0.300224
3753,31.275000,-0.393933,-0.012469,0.427904,-0.586393,0.196817,0.300222
3754,31.283333,-0.393954,-0.012481,0.427901,-0.586407,0.196819,0.300228
3755,31.291667,-0.393925,-0.012474,0.427892,-0.586411,0.196813,0.300226
3756,31.300000,-0.393946,-0.012479,0.427900,-0.586402,0.196816,0.300227
3757,31.308333,-0.393956,-0.012485,0.427907,-0.586414,0.196814,0.300229
3758,31.316667,-0.393943,-0.012471,0.427905,-0.586418,0.196812,0.300233
3759,31.325000,-0.393930,-0.012473,0.427894,-0.586421,0.196810,0.300227
3760,31.333333,-0.393903,-0.012466,0.427905,-0.586387,0.196821,0.300231
3761,31.341667,-0.393941,-0.012482,0.427903,-0.586417,0.196817,0.300230
3762,31.350000,-0.393959,-0.012491,0.427907,-0.586399,0.196817,0.300229
3763,31.358333,-0.393921,-0.012468,0.427899,-0.586422,0.196815,0.300231
3764,31.366667,-0.393939,-0.012468,0.427901,-0.586438,0.196809,0.300228
3765,31.375000,-0.393931,-0.012463,0.427894,-0.586398,0.196824,0.300227
3766,31.383333,-0.393926,-0.012469,0.427895,-0.586428,0.196815,0.300225
3767,31.391667,-0.393919,-0.012464,0.427893,-0.586434,0.196808,0.300224
3768,31.400000,-0.393963,-0.012481,0.427901,-0.586441,0.196809,0.300226
3769,31.408333,-0.393914,-0.012466,0.427894,-0.586414,0.196816,0.300226
3770,31.416667,-0.393938,-0.012481,0.427897,-0.586441,0.196805,0.300227
3771,31.425000,-0.393946,-0.012486,0.427894,-0.586437,0.196800,0.300228
3772,31.433333,-0.393925,-0.012475,0.427895,-0.586427,0.196811,0.300229
3773,31.441667,-0.393931,-0.012479,0.427900,-0.586429,0.196800,0.300224
3774,31.450000,-0.393956,-0.012490,0.427904,-0.586420,0.196812,0.300227
3775,31.458333,-0.393946,-0.012485,0.427900,-0.586404,0.196813,0.300224
3776,31.466667,-0.393951,-0.012486,0.427903,-0.586421,0.196805,0.300228
3777,31.475000,-0.393956,-0.012489,0.427903,-0.586439,0.196801,0.300221
3778,31.483333,-0.393937,-0.012483,0.427901,-0.586403,0.196815,0.300229
3779,31.491667,-0.393922,-0.012476,0.427894,-0.586443,0.196805,0.300224
3780,31.500000,-0.393960,-0.012493,0.427905,-0.586429,0.196806,0.300225
3781,31.508333,-0.393957,-0.012487,0.427896,-0.586435,0.196805,0.300231
3782,31.516667,-0.393947,-0.012477,0.427904,-0.586434,0.196808,0.300227
3783,31.525000,-0.393915,-0.012467,0.427901,-0.586437,0.196805,0.300227
3784,31.533333,-0.393907,-0.012467,0.427896,-0.586434,0.196812,0.300229
3785,31.541667,-0.393924,-0.012481,0.427901,-0.586413,0.196805,0.300234
3786,31.550000,-0.393904,-0.012468,0.427898,-0.586414,0.196809,0.300234
3787,31.558333,-0.393907,-0.012473,0.427899,-0.586401,0.196810,0.300236
3788,31.566667,-0.393925,-0.012481,0.427899,-0.586393,0.196817,0.300237
3789,31.575000,-0.393924,-0.012484,0.427895,-0.586377,0.196821,0.300228
3790,31.583333,-0.393911,-0.012476,0.427897,-0.586397,0.196820,0.300231
3791,31.591667,-0.393918,-0.012478,0.427891,-0.586406,0.196819,0.300230
3792,31.600000,-0.393927,-0.012486,0.427888,-0.586430,0.196815,0.300228
3793,31.608333,-0.393967,-0.012503,0.427899,-0.586402,0.196818,0.300226
3794,31.616667,-0.393962,-0.012497,0.427897,-0.586445,0.196812,0.300228
3795,31.625000,-0.393934,-0.012480,0.427892,-0.586438,0.196817,0.300230
3796,31.633333,-0.393954,-0.012494,0.427898,-0.586424,0.196821,0.300226
3797,31.641667,-0.393975,-0.012499,0.427893,-0.586431,0.196812,0.300227
3798,31.650000,-0.393968,-0.012501,0.427901,-0.586430,0.196817,0.300227
3799,31.658333,-0.393947,-0.012486,0.427897,-0.586428,0.196812,0.300226
3800,31.666667,-0.393932,-0.012482,0.427897,-0.586424,0.196814,0.300228
3801,31.675000,-0.393956,-0.012496,0.427892,-0.586439,0.196812,0.300225
3802,31.683333,-0.393947,-0.012491,0.427900,-0.586417,0.196816,0.300225
3803,31.691667,-0.393925,-0.012488,0.427891,-0.586437,0.196802,0.300227
3804,31.700000,-0.393917,-0.012482,0.427892,-0.586414,0.196817,0.300225
3805,31.708333,-0.393952,-0.012496,0.427896,-0.586410,0.196813,0.300227
3806,31.716667,-0.393926,-0.012488,0.427897,-0.586407,0.196815,0.300228
3807,31.725000,-0.393938,-0.012491,0.427891,-0.586409,0.196813,0.300233
3808,31.733333,-0.393973,-0.012510,0.427894,-0.586389,0.196821,0.300226
3809,31.741667,-0.393942,-0.012495,0.427896,-0.586418,0.196815,0.300228
3810,31.750000,-0.393947,-0.012489,0.427892,-0.586428,0.196813,0.300228
3811,31.758333,-0.393933,-0.012482,0.427888,-0.586417,0.196816,0.300226
3812,31.766667,-0.393951,-0.012489,0.427893,-0.586444,0.196811,0.300217
3813,31.775000,-0.393913,-0.012481,0.427883,-0.586401,0.196820,0.300220
3814,31.783333,-0.393936,-0.012481,0.427888,-0.586439,0.196810,0.300225
3815,31.791667,-0.393937,-0.012487,0.427891,-0.586439,0.196808,0.300221
3816,31.800000,-0.393932,-0.012486,0.427893,-0.586410,0.196818,0.300228
3817,31.808333,-0.393933,-0.012489,0.427884,-0.586415,0.196811,0.300224
3818,31.816667,-0.393928,-0.012484,0.427888,-0.586426,0.196809,0.300228
3819,31.825000,-0.393942,-0.012494,0.427881,-0.586379,0.196826,0.300232
3820,31.833333,-0.393934,-0.012492,0.427892,-0.586396,0.196823,0.300230
3821,31.841667,-0.393934,-0.012492,0.427896,-0.586417,0.196819,0.300228
3822,31.850000,-0.393935,-0.012489,0.427886,-0.586395,0.196820,0.300229
3823,31.858333,-0.393928,-0.012490,0.427890,-0.586399,0.196819,0.300228
3824,31.866667,-0.393935,-0.012491,0.427890,-0.586415,0.196810,0.300230
3825,31.875000,-0.393906,-0.012479,0.427883,-0.586394,0.196818,0.300225
3826,31.883333,-0.393895,-0.012472,0.427881,-0.586402,0.196820,0.300228
3827,31.891667,-0.393924,-0.012484,0.427891,-0.586403,0.196818,0.300228
3828,31.900000,-0.393896,-0.012466,0.427892,-0.586420,0.196815,0.300226
3829,31.908333,-0.393930,-0.012486,0.427891,-0.586403,0.196817,0.300232
3830,31.916667,-0.393927,-0.012492,0.427885,-0.586422,0.196808,0.300226
3831,31.925000,-0.393929,-0.012484,0.427885,-0.586389,0.196815,0.300230
3832,31.933333,-0.393956,-0.012497,0.427888,-0.586432,0.196814,0.300226
3833,31.941667,-0.393933,-0.012490,0.427892,-0.586418,0.196815,0.300229
3834,31.950000,-0.393934,-0.012492,0.427898,-0.586424,0.196812,0.300223
3835,31.958333,-0.393942,-0.012494,0.427888,-0.586423,0.196815,0.300227
3836,31.966667,-0.393958,-0.012505,0.427892,-0.586439,0.196808,0.300220
3837,31.975000,-0.393945,-0.012497,0.427893,-0.586423,0.196814,0.300230
3838,31.983333,-0.393916,-0.012486,0.427886,-0.586434,0.196811,0.300224
3839,31.991667,-0.393988,-0.012521,0.427889,-0.586402,0.196820,0.300225
3840,32.000000,-0.393927,-0.012496,0.427891,-0.586432,0.196808,0.300226
3841,32.008333,-0.393975,-0.012511,0.427891,-0.586417,0.196808,0.300226
3842,32.016667,-0.393967,-0.012512,0.427886,-0.586423,0.196815,0.300224
3843,32.025000,-0.393954,-0.012504,0.427891,-0.586427,0.196805,0.300230
3844,32.033333,-0.393966,-0.012506,0.427895,-0.586437,0.196808,0.300229
3845,32.041667,-0.393945,-0.012495,0.427887,-0.586434,0.196808,0.300230
3846,32.050000,-0.393971,-0.012505,0.427901,-0.586451,0.196805,0.300228
3847,32.058333,-0.393969,-0.012516,0.427891,-0.586439,0.196815,0.300230
3848,32.066667,-0.393970,-0.012514,0.427890,-0.586451,0.196810,0.300229
3849,32.075000,-0.393938,-0.012498,0.427885,-0.586439,0.196810,0.300233
3850,32.083333,-0.393951,-0.012513,0.427886,-0.586456,0.196808,0.300227
3851,32.091667,-0.393949,-0.012511,0.427884,-0.586423,0.196816,0.300225
3852,32.100000,-0.393952,-0.012508,0.427883,-0.586428,0.196814,0.300226
3853,32.108333,-0.393962,-0.012510,0.427885,-0.586423,0.196814,0.300219
3854,32.116667,-0.393947,-0.012504,0.427884,-0.586433,0.196812,0.300222
3855,32.125000,-0.393941,-0.012505,0.427889,-0.586416,0.196814,0.300229
3856,32.133333,-0.393947,-0.012507,0.427888,-0.586413,0.196813,0.300225
3857,32.141667,-0.393954,-0.012513,0.427894,-0.586427,0.196808,0.300226
3858,32.150000,-0.393953,-0.012509,0.427898,-0.586421,0.196816,0.300229
3859,32.158333,-0.393957,-0.012511,0.427890,-0.586409,0.196818,0.300228
3860,32.166667,-0.393956,-0.012517,0.427896,-0.586445,0.196805,0.300227
3861,32.175000,-0.393945,-0.012505,0.427885,-0.586412,0.196815,0.300227
3862,32.183333,-0.393927,-0.012505,0.427884,-0.586452,0.196797,0.300228
3863,32.191667,-0.393951,-0.012508,0.427884,-0.586415,0.196816,0.300226
3864,32.200000,-0.393928,-0.012506,0.427890,-0.586428,0.196816,0.300228
3865,32.208333,-0.393959,-0.012515,0.427887,-0.586424,0.196807,0.300226
3866,32.216667,-0.393961,-0.012511,0.427888,-0.586419,0.196807,0.300226
3867,32.225000,-0.393939,-0.012507,0.427884,-0.586393,0.196820,0.300225
3868,32.233333,-0.393968,-0.012519,0.427886,-0.586404,0.196805,0.300232
3869,32.241667,-0.393921,-0.012496,0.427889,-0.586421,0.196807,0.300227
3870,32.250000,-0.393967,-0.012517,0.427890,-0.586408,0.196814,0.300229
3871,32.258333,-0.393952,-0.012511,0.427891,-0.586442,0.196802,0.300228
3872,32.266667,-0.393969,-0.012518,0.427892,-0.586419,0.196814,0.300237
3873,32.275000,-0.393949,-0.012509,0.427890,-0.586399,0.196821,0.300231
3874,32.283333,-0.393956,-0.012524,0.427888,-0.586406,0.196817,0.300228
3875,32.291667,-0.393911,-0.012487,0.427886,-0.586416,0.196816,0.300228
3876,32.300000,-0.393939,-0.012510,0.427885,-0.586417,0.196809,0.300231
3877,32.308333,-0.393942,-0.012507,0.427886,-0.586421,0.196814,0.300227
3878,32.316667,-0.393962,-0.012514,0.427895,-0.586418,0.196807,0.300225
3879,32.325000,-0.393934,-0.012503,0.427887,-0.586449,0.196804,0.300230
3880,32.333333,-0.393958,-0.012522,0.427894,-0.586448,0.196805,0.300233
3881,32.341667,-0.393960,-0.012509,0.427887,-0.586428,0.196810,0.300232
3882,32.350000,-0.393955,-0.012514,0.427892,-0.586457,0.196796,0.300225
3883,32.358333,-0.393965,-0.012520,0.427884,-0.586427,0.196811,0.300232
3884,32.366667,-0.393966,-0.012518,0.427882,-0.586442,0.196809,0.300227
3885,32.375000,-0.393944,-0.012513,0.427884,-0.586435,0.196808,0.300227
3886,32.383333,-0.393973,-0.012533,0.427877,-0.586460,0.196799,0.300227
3887,32.391667,-0.393961,-0.012536,0.427879,-0.586444,0.196809,0.300220
3888,32.400000,-0.393972,-0.012547,0.427874,-0.586415,0.196813,0.300220
3889,32.408333,-0.393951,-0.012543,0.427871,-0.586453,0.196800,0.300221
3890,32.416667,-0.393959,-0.012558,0.427873,-0.586441,0.196802,0.300225
3891,32.425000,-0.393964,-0.012563,0.427869,-0.586407,0.196806,0.300225
3892,32.433333,-0.393945,-0.012565,0.427865,-0.586440,0.196810,0.300227
3893,32.441667,-0.393942,-0.012578,0.427867,-0.586413,0.196806,0.300232
3894,32.450000,-0.393898,-0.012576,0.427857,-0.586430,0.196798,0.300235
3895,32.458333,-0.393905,-0.012586,0.427858,-0.586411,0.196812,0.300233
3896,32.466667,-0.393957,-0.012616,0.427867,-0.586428,0.196806,0.300238
