Format Version,1.21,Take Name,Take 2022-02-12 01.06.29 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-02-12 01.06.29.074 PM,Total Frames in Take,4575,Total Exported Frames,4575,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:681,Unlabeled:681,Unlabeled:681,Unlabeled:683,Unlabeled:683,Unlabeled:683
,,"8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702A9","8392B20CF49E35702AB","8392B20CF49E35702AB","8392B20CF49E35702AB"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
764,6.366667,-0.395770,-0.017612,0.426694,-0.586401,0.196804,0.300255
765,6.375000,-0.395737,-0.017608,0.426686,-0.586374,0.196805,0.300253
766,6.383333,-0.395725,-0.017601,0.426688,-0.586402,0.196796,0.300253
767,6.391667,-0.395734,-0.017614,0.426689,-0.586415,0.196794,0.300252
768,6.400000,-0.395738,-0.017621,0.426682,-0.586397,0.196801,0.300253
769,6.408333,-0.395762,-0.017628,0.426694,-0.586391,0.196813,0.300250
770,6.416667,-0.395764,-0.017620,0.426693,-0.586416,0.196805,0.300254
771,6.425000,-0.395768,-0.017611,0.426695,-0.586417,0.196812,0.300254
772,6.433333,-0.395774,-0.017600,0.426696,-0.586450,0.196806,0.300256
773,6.441667,-0.395787,-0.017602,0.426689,-0.586412,0.196815,0.300250
774,6.450000,-0.395779,-0.017595,0.426691,-0.586452,0.196802,0.300254
775,6.458333,-0.395804,-0.017610,0.426691,-0.586396,0.196811,0.300248
776,6.466667,-0.395797,-0.017616,0.426690,-0.586408,0.196810,0.300250
777,6.475000,-0.395787,-0.017621,0.426687,-0.586431,0.196797,0.300254
778,6.483333,-0.395764,-0.017616,0.426691,-0.586419,0.196803,0.300253
779,6.491667,-0.395775,-0.017619,0.426690,-0.586390,0.196803,0.300256
780,6.500000,-0.395752,-0.017613,0.426689,-0.586370,0.196815,0.300256
781,6.508333,-0.395752,-0.017616,0.426688,-0.586425,0.196802,0.300255
782,6.516667,-0.395763,-0.017621,0.426693,-0.586417,0.196798,0.300256
783,6.525000,-0.395718,-0.017597,0.426690,-0.586419,0.196795,0.300259
784,6.533333,-0.395747,-0.017615,0.426690,-0.586389,0.196809,0.300252
785,6.541667,-0.395754,-0.017613,0.426690,-0.586410,0.196807,0.300255
786,6.550000,-0.395778,-0.017615,0.426689,-0.586399,0.196804,0.300258
787,6.558333,-0.395795,-0.017623,0.426693,-0.586402,0.196811,0.300257
788,6.566667,-0.395764,-0.017602,0.426688,-0.586393,0.196811,0.300252
789,6.575000,-0.395769,-0.017596,0.426686,-0.586416,0.196810,0.300253
790,6.583333,-0.395786,-0.017616,0.426690,-0.586395,0.196813,0.300249
791,6.591667,-0.395771,-0.017616,0.426690,-0.586409,0.196808,0.300250
792,6.600000,-0.395791,-0.017623,0.426688,-0.586405,0.196803,0.300255
793,6.608333,-0.395762,-0.017616,0.426696,-0.586403,0.196805,0.300251
794,6.616667,-0.395764,-0.017617,0.426688,-0.586425,0.196804,0.300255
795,6.625000,-0.395732,-0.017599,0.426692,-0.586402,0.196804,0.300259
796,6.633333,-0.395756,-0.017616,0.426689,-0.586414,0.196801,0.300262
797,6.641667,-0.395763,-0.017619,0.426698,-0.586392,0.196806,0.300256
798,6.650000,-0.395760,-0.017624,0.426697,-0.586386,0.196804,0.300264
799,6.658333,-0.395729,-0.017603,0.426690,-0.586411,0.196797,0.300260
800,6.666667,-0.395790,-0.017639,0.426701,-0.586387,0.196810,0.300253
801,6.675000,-0.395757,-0.017603,0.426694,-0.586414,0.196806,0.300252
802,6.683333,-0.395789,-0.017606,0.426691,-0.586415,0.196806,0.300254
803,6.691667,-0.395781,-0.017607,0.426692,-0.586432,0.196809,0.300255
804,6.700000,-0.395758,-0.017591,0.426685,-0.586399,0.196812,0.300254
805,6.708333,-0.395768,-0.017610,0.426683,-0.586394,0.196802,0.300247
806,6.716667,-0.395799,-0.017632,0.426687,-0.586419,0.196802,0.300256
807,6.725000,-0.395753,-0.017609,0.426695,-0.586413,0.196803,0.300258
808,6.733333,-0.395775,-0.017625,0.426692,-0.586386,0.196801,0.300257
809,6.741667,-0.395771,-0.017610,0.426689,-0.586405,0.196807,0.300254
810,6.750000,-0.395759,-0.017609,0.426691,-0.586404,0.196800,0.300258
811,6.758333,-0.395749,-0.017610,0.426694,-0.586415,0.196800,0.300253
812,6.766667,-0.395757,-0.017610,0.426697,-0.586422,0.196799,0.300257
813,6.775000,-0.395770,-0.017622,0.426694,-0.586427,0.196803,0.300258
814,6.783333,-0.395771,-0.017622,0.426691,-0.586400,0.196807,0.300259
815,6.791667,-0.395723,-0.017597,0.426689,-0.586402,0.196801,0.300251
816,6.800000,-0.395745,-0.017609,0.426684,-0.586411,0.196802,0.300250
817,6.808333,-0.395762,-0.017620,0.426682,-0.586412,0.196805,0.300254
818,6.816667,-0.395788,-0.017622,0.426690,-0.586412,0.196803,0.300250
819,6.825000,-0.395743,-0.017602,0.426682,-0.586394,0.196811,0.300252
820,6.833333,-0.395788,-0.017628,0.426686,-0.586414,0.196804,0.300251
821,6.841667,-0.395754,-0.017609,0.426692,-0.586395,0.196809,0.300258
822,6.850000,-0.395782,-0.017635,0.426689,-0.586393,0.196810,0.300256
823,6.858333,-0.395800,-0.017630,0.426695,-0.586424,0.196801,0.300259
824,6.866667,-0.395792,-0.017637,0.426694,-0.586429,0.196799,0.300259
825,6.875000,-0.395776,-0.017626,0.426698,-0.586397,0.196804,0.300250
826,6.883333,-0.395773,-0.017621,0.426695,-0.586431,0.196798,0.300262
827,6.891667,-0.395757,-0.017610,0.426690,-0.586408,0.196804,0.300257
828,6.900000,-0.395781,-0.017619,0.426686,-0.586408,0.196806,0.300255
829,6.908333,-0.395777,-0.017617,0.426692,-0.586427,0.196797,0.300258
830,6.916667,-0.395813,-0.017638,0.426691,-0.586429,0.196801,0.300251
831,6.925000,-0.395799,-0.017626,0.426689,-0.586451,0.196794,0.300248
832,6.933333,-0.395787,-0.017623,0.426689,-0.586425,0.196807,0.300253
833,6.941667,-0.395810,-0.017635,0.426688,-0.586412,0.196800,0.300254
834,6.950000,-0.395791,-0.017627,0.426689,-0.586408,0.196808,0.300263
835,6.958333,-0.395764,-0.017616,0.426694,-0.586401,0.196813,0.300262
836,6.966667,-0.395782,-0.017628,0.426696,-0.586439,0.196801,0.300260
837,6.975000,-0.395792,-0.017624,0.426698,-0.586451,0.196795,0.300259
838,6.983333,-0.395767,-0.017624,0.426698,-0.586429,0.196799,0.300257
839,6.991667,-0.395765,-0.017619,0.426698,-0.586408,0.196797,0.300257
840,7.000000,-0.395753,-0.017611,0.426694,-0.586431,0.196799,0.300258
841,7.008333,-0.395765,-0.017616,0.426694,-0.586420,0.196801,0.300259
842,7.016667,-0.395780,-0.017619,0.426699,-0.586413,0.196804,0.300259
843,7.025000,-0.395788,-0.017620,0.426697,-0.586420,0.196802,0.300260
844,7.033333,-0.395781,-0.017619,0.426693,-0.586420,0.196801,0.300259
845,7.041667,-0.395809,-0.017633,0.426696,-0.586439,0.196799,0.300258
846,7.050000,-0.395755,-0.017605,0.426687,-0.586426,0.196800,0.300256
847,7.058333,-0.395765,-0.017613,0.426700,-0.586408,0.196809,0.300259
848,7.066667,-0.395787,-0.017623,0.426697,-0.586405,0.196803,0.300261
849,7.075000,-0.395768,-0.017623,0.426695,-0.586382,0.196814,0.300254
850,7.083333,-0.395783,-0.017621,0.426703,-0.586420,0.196806,0.300260
851,7.091667,-0.395735,-0.017604,0.426687,-0.586417,0.196801,0.300260
852,7.100000,-0.395766,-0.017620,0.426694,-0.586406,0.196808,0.300258
853,7.108333,-0.395739,-0.017606,0.426690,-0.586417,0.196805,0.300256
854,7.116667,-0.395760,-0.017609,0.426699,-0.586426,0.196796,0.300261
855,7.125000,-0.395772,-0.017625,0.426696,-0.586381,0.196815,0.300252
856,7.133333,-0.395767,-0.017615,0.426695,-0.586375,0.196817,0.300262
857,7.141667,-0.395791,-0.017628,0.426690,-0.586403,0.196808,0.300254
858,7.150000,-0.395788,-0.017623,0.426700,-0.586417,0.196804,0.300261
859,7.158333,-0.395770,-0.017618,0.426688,-0.586427,0.196797,0.300251
860,7.166667,-0.395756,-0.017610,0.426689,-0.586401,0.196803,0.300257
861,7.175000,-0.395808,-0.017634,0.426698,-0.586413,0.196806,0.300253
862,7.183333,-0.395783,-0.017615,0.426696,-0.586380,0.196810,0.300254
863,7.191667,-0.395781,-0.017618,0.426690,-0.586436,0.196799,0.300251
864,7.200000,-0.395768,-0.017609,0.426688,-0.586417,0.196801,0.300256
865,7.208333,-0.395804,-0.017637,0.426698,-0.586372,0.196822,0.300248
866,7.216667,-0.395747,-0.017605,0.426688,-0.586399,0.196813,0.300252
867,7.225000,-0.395743,-0.017607,0.426693,-0.586371,0.196815,0.300248
868,7.233333,-0.395724,-0.017602,0.426690,-0.586403,0.196811,0.300260
869,7.241667,-0.395750,-0.017617,0.426690,-0.586394,0.196803,0.300252
870,7.250000,-0.395744,-0.017610,0.426689,-0.586415,0.196801,0.300263
871,7.258333,-0.395773,-0.017622,0.426696,-0.586386,0.196808,0.300257
872,7.266667,-0.395736,-0.017595,0.426696,-0.586410,0.196811,0.300256
873,7.275000,-0.395774,-0.017622,0.426694,-0.586419,0.196807,0.300259
874,7.283333,-0.395750,-0.017602,0.426692,-0.586378,0.196820,0.300256
875,7.291667,-0.395777,-0.017616,0.426687,-0.586407,0.196812,0.300257
876,7.300000,-0.395736,-0.017588,0.426690,-0.586385,0.196813,0.300250
877,7.308333,-0.395745,-0.017598,0.426688,-0.586419,0.196811,0.300259
878,7.316667,-0.395798,-0.017632,0.426691,-0.586428,0.196801,0.300253
879,7.325000,-0.395789,-0.017627,0.426693,-0.586411,0.196809,0.300257
880,7.333333,-0.395729,-0.017598,0.426686,-0.586389,0.196814,0.300252
881,7.341667,-0.395773,-0.017620,0.426688,-0.586418,0.196802,0.300255
882,7.350000,-0.395744,-0.017605,0.426692,-0.586392,0.196813,0.300256
883,7.358333,-0.395747,-0.017613,0.426684,-0.586385,0.196813,0.300255
884,7.366667,-0.395722,-0.017594,0.426687,-0.586396,0.196813,0.300252
885,7.375000,-0.395742,-0.017613,0.426689,-0.586403,0.196804,0.300260
886,7.383333,-0.395742,-0.017607,0.426693,-0.586367,0.196813,0.300255
887,7.391667,-0.395752,-0.017611,0.426687,-0.586396,0.196809,0.300256
888,7.400000,-0.395737,-0.017600,0.426693,-0.586431,0.196803,0.300257
889,7.408333,-0.395745,-0.017607,0.426690,-0.586410,0.196804,0.300256
890,7.416667,-0.395748,-0.017606,0.426691,-0.586402,0.196812,0.300254
891,7.425000,-0.395742,-0.017600,0.426691,-0.586390,0.196813,0.300252
892,7.433333,-0.395736,-0.017605,0.426687,-0.586365,0.196824,0.300251
893,7.441667,-0.395794,-0.017637,0.426697,-0.586418,0.196803,0.300259
894,7.450000,-0.395768,-0.017618,0.426694,-0.586411,0.196812,0.300253
895,7.458333,-0.395754,-0.017618,0.426694,-0.586389,0.196809,0.300263
896,7.466667,-0.395740,-0.017601,0.426697,-0.586393,0.196811,0.300251
897,7.475000,-0.395763,-0.017615,0.426704,-0.586414,0.196803,0.300257
898,7.483333,-0.395735,-0.017602,0.426701,-0.586408,0.196802,0.300273
899,7.491667,-0.395722,-0.017600,0.426700,-0.586389,0.196809,0.300269
900,7.500000,-0.395761,-0.017628,0.426706,-0.586406,0.196803,0.300272
901,7.508333,-0.395766,-0.017623,0.426706,-0.586390,0.196804,0.300272
902,7.516667,-0.395766,-0.017622,0.426706,-0.586390,0.196808,0.300270
903,7.525000,-0.395727,-0.017599,0.426701,-0.586432,0.196799,0.300265
904,7.533333,-0.395776,-0.017617,0.426698,-0.586434,0.196797,0.300263
905,7.541667,-0.395748,-0.017605,0.426697,-0.586431,0.196801,0.300264
906,7.550000,-0.395772,-0.017618,0.426697,-0.586429,0.196793,0.300263
907,7.558333,-0.395776,-0.017630,0.426685,-0.586465,0.196798,0.300214
908,7.566667,-0.395728,-0.017445,0.426724,-0.586484,0.196717,0.300235
909,7.575000,-0.395702,-0.017702,0.426663,-0.586463,0.196697,0.300257
910,7.583333,-0.395714,-0.017792,0.426710,-0.586419,0.196659,0.300270
911,7.591667,-0.395730,-0.017797,0.426783,-0.586395,0.196636,0.300273
912,7.600000,-0.395629,-0.017714,0.426748,-0.586366,0.196592,0.300250
913,7.608333,-0.395598,-0.017682,0.426683,-0.586381,0.196562,0.300247
914,7.616667,-0.395626,-0.017806,0.426688,-0.586375,0.196542,0.300246
915,7.625000,-0.395692,-0.017829,0.426791,-0.586364,0.196526,0.300269
916,7.633333,-0.395642,-0.017798,0.426792,-0.586363,0.196494,0.300268
917,7.641667,-0.395637,-0.017824,0.426736,-0.586397,0.196431,0.300261
918,7.650000,-0.395637,-0.017859,0.426721,-0.586381,0.196393,0.300249
919,7.658333,-0.395624,-0.017895,0.426753,-0.586377,0.196341,0.300230
920,7.666667,-0.395602,-0.017965,0.426765,-0.586370,0.196304,0.300225
921,7.675000,-0.395625,-0.017987,0.426739,-0.586325,0.196289,0.300227
922,7.683333,-0.395569,-0.017929,0.426724,-0.586406,0.196231,0.300239
923,7.691667,-0.395577,-0.017923,0.426749,-0.586362,0.196191,0.300247
924,7.700000,-0.395589,-0.018002,0.426774,-0.586387,0.196136,0.300231
925,7.708333,-0.395595,-0.018109,0.426751,-0.586364,0.196079,0.300226
926,7.716667,-0.395568,-0.018125,0.426738,-0.586390,0.196037,0.300221
927,7.725000,-0.395539,-0.018043,0.426777,-0.586381,0.195998,0.300227
928,7.733333,-0.395543,-0.018087,0.426775,-0.586412,0.195953,0.300232
929,7.741667,-0.395504,-0.018166,0.426749,-0.586390,0.195914,0.300231
930,7.750000,-0.395550,-0.018198,0.426789,-0.586391,0.195881,0.300224
931,7.758333,-0.395501,-0.018168,0.426793,-0.586418,0.195812,0.300223
932,7.766667,-0.395462,-0.018181,0.426749,-0.586425,0.195754,0.300213
933,7.775000,-0.395513,-0.018286,0.426753,-0.586451,0.195683,0.300205
934,7.783333,-0.395547,-0.018336,0.426795,-0.586461,0.195635,0.300199
935,7.791667,-0.395546,-0.018322,0.426779,-0.586440,0.195606,0.300195
936,7.800000,-0.395501,-0.018281,0.426739,-0.586522,0.195543,0.300184
937,7.808333,-0.395520,-0.018326,0.426759,-0.586497,0.195517,0.300177
938,7.816667,-0.395512,-0.018358,0.426788,-0.586512,0.195465,0.300208
939,7.825000,-0.395508,-0.018375,0.426800,-0.586532,0.195417,0.300229
940,7.833333,-0.395493,-0.018388,0.426818,-0.586493,0.195393,0.300249
941,7.841667,-0.395489,-0.018403,0.426841,-0.586468,0.195351,0.300254
942,7.850000,-0.395491,-0.018433,0.426841,-0.586491,0.195296,0.300234
943,7.858333,-0.395472,-0.018442,0.426835,-0.586468,0.195245,0.300223
944,7.866667,-0.395436,-0.018479,0.426827,-0.586442,0.195204,0.300196
945,7.875000,-0.395424,-0.018483,0.426827,-0.586411,0.195152,0.300202
946,7.883333,-0.395399,-0.018501,0.426828,-0.586420,0.195104,0.300216
947,7.891667,-0.395375,-0.018521,0.426850,-0.586426,0.195063,0.300238
948,7.900000,-0.395418,-0.018538,0.426851,-0.586463,0.195028,0.300239
949,7.908333,-0.395393,-0.018505,0.426845,-0.586470,0.195000,0.300225
950,7.916667,-0.395396,-0.018509,0.426845,-0.586513,0.194962,0.300218
951,7.925000,-0.395466,-0.018548,0.426863,-0.586536,0.194912,0.300196
952,7.933333,-0.395421,-0.018534,0.426861,-0.586526,0.194864,0.300215
953,7.941667,-0.395445,-0.018579,0.426885,-0.586542,0.194822,0.300223
954,7.950000,-0.395431,-0.018562,0.426902,-0.586559,0.194786,0.300232
955,7.958333,-0.395410,-0.018593,0.426902,-0.586542,0.194755,0.300245
956,7.966667,-0.395404,-0.018586,0.426916,-0.586493,0.194725,0.300235
957,7.975000,-0.395365,-0.018583,0.426914,-0.586493,0.194689,0.300237
958,7.983333,-0.395356,-0.018595,0.426919,-0.586482,0.194650,0.300226
959,7.991667,-0.395356,-0.018605,0.426924,-0.586445,0.194608,0.300211
960,8.000000,-0.395324,-0.018624,0.426917,-0.586418,0.194557,0.300197
961,8.008333,-0.395322,-0.018634,0.426932,-0.586396,0.194519,0.300192
962,8.016667,-0.395235,-0.018617,0.426919,-0.586375,0.194472,0.300185
963,8.025000,-0.395269,-0.018638,0.426937,-0.586374,0.194428,0.300186
964,8.033333,-0.395232,-0.018638,0.426951,-0.586367,0.194399,0.300183
965,8.041667,-0.395204,-0.018632,0.426943,-0.586337,0.194360,0.300190
966,8.050000,-0.395230,-0.018661,0.426960,-0.586374,0.194323,0.300200
967,8.058333,-0.395199,-0.018629,0.426985,-0.586380,0.194277,0.300197
968,8.066667,-0.395236,-0.018673,0.426994,-0.586425,0.194217,0.300201
969,8.075000,-0.395185,-0.018638,0.426987,-0.586424,0.194189,0.300204
970,8.083333,-0.395185,-0.018632,0.427006,-0.586424,0.194165,0.300201
971,8.091667,-0.395185,-0.018640,0.426998,-0.586468,0.194127,0.300197
972,8.100000,-0.395156,-0.018617,0.427005,-0.586446,0.194103,0.300197
973,8.108333,-0.395178,-0.018654,0.427006,-0.586461,0.194046,0.300195
974,8.116667,-0.395156,-0.018655,0.427003,-0.586448,0.193985,0.300190
975,8.125000,-0.395107,-0.018667,0.427025,-0.586424,0.193935,0.300186
976,8.133333,-0.395104,-0.018670,0.427036,-0.586452,0.193876,0.300183
977,8.141667,-0.395095,-0.018691,0.427041,-0.586401,0.193835,0.300189
978,8.150000,-0.395042,-0.018650,0.427050,-0.586428,0.193783,0.300196
979,8.158333,-0.395038,-0.018673,0.427048,-0.586436,0.193748,0.300194
980,8.166667,-0.395026,-0.018654,0.427061,-0.586432,0.193722,0.300197
981,8.175000,-0.395002,-0.018666,0.427076,-0.586428,0.193673,0.300200
982,8.183333,-0.394984,-0.018673,0.427061,-0.586423,0.193616,0.300197
983,8.191667,-0.394970,-0.018685,0.427084,-0.586397,0.193562,0.300193
984,8.200000,-0.394939,-0.018682,0.427078,-0.586402,0.193518,0.300189
985,8.208333,-0.394948,-0.018687,0.427095,-0.586470,0.193461,0.300187
986,8.216667,-0.394926,-0.018676,0.427094,-0.586419,0.193440,0.300193
987,8.225000,-0.394959,-0.018682,0.427111,-0.586469,0.193404,0.300198
988,8.233333,-0.394949,-0.018675,0.427114,-0.586456,0.193391,0.300201
989,8.241667,-0.394916,-0.018643,0.427123,-0.586464,0.193356,0.300203
990,8.250000,-0.394894,-0.018652,0.427136,-0.586472,0.193303,0.300211
991,8.258333,-0.394887,-0.018654,0.427134,-0.586514,0.193252,0.300207
992,8.266667,-0.394878,-0.018676,0.427151,-0.586460,0.193207,0.300211
993,8.275000,-0.394844,-0.018671,0.427144,-0.586458,0.193162,0.300206
994,8.283333,-0.394850,-0.018688,0.427164,-0.586451,0.193116,0.300198
995,8.291667,-0.394796,-0.018657,0.427151,-0.586443,0.193073,0.300196
996,8.300000,-0.394798,-0.018677,0.427167,-0.586433,0.193047,0.300181
997,8.308333,-0.394778,-0.018672,0.427170,-0.586447,0.192991,0.300191
998,8.316667,-0.394755,-0.018662,0.427184,-0.586438,0.192965,0.300182
999,8.325000,-0.394743,-0.018666,0.427180,-0.586391,0.192920,0.300180
1000,8.333333,-0.394724,-0.018663,0.427200,-0.586412,0.192871,0.300193
1001,8.341667,-0.394718,-0.018667,0.427203,-0.586404,0.192834,0.300188
1002,8.350000,-0.394648,-0.018624,0.427213,-0.586425,0.192793,0.300196
1003,8.358333,-0.394681,-0.018645,0.427226,-0.586431,0.192759,0.300189
1004,8.366667,-0.394664,-0.018628,0.427227,-0.586385,0.192734,0.300192
1005,8.375000,-0.394668,-0.018634,0.427242,-0.586408,0.192704,0.300187
1006,8.383333,-0.394645,-0.018625,0.427240,-0.586423,0.192671,0.300187
1007,8.391667,-0.394654,-0.018622,0.427257,-0.586409,0.192617,0.300174
1008,8.400000,-0.394616,-0.018613,0.427245,-0.586390,0.192585,0.300170
1009,8.408333,-0.394615,-0.018617,0.427269,-0.586417,0.192537,0.300169
1010,8.416667,-0.394601,-0.018619,0.427263,-0.586409,0.192502,0.300176
1011,8.425000,-0.394572,-0.018611,0.427285,-0.586372,0.192452,0.300176
1012,8.433333,-0.394540,-0.018609,0.427282,-0.586411,0.192388,0.300176
1013,8.441667,-0.394517,-0.018608,0.427298,-0.586355,0.192355,0.300179
1014,8.450000,-0.394514,-0.018614,0.427297,-0.586374,0.192308,0.300174
1015,8.458333,-0.394463,-0.018598,0.427309,-0.586368,0.192268,0.300175
1016,8.466667,-0.394457,-0.018596,0.427316,-0.586327,0.192221,0.300169
1017,8.475000,-0.394463,-0.018594,0.427327,-0.586395,0.192169,0.300180
1018,8.483333,-0.394441,-0.018564,0.427334,-0.586405,0.192133,0.300182
1019,8.491667,-0.394405,-0.018542,0.427336,-0.586411,0.192101,0.300175
1020,8.500000,-0.394442,-0.018549,0.427347,-0.586443,0.192056,0.300177
1021,8.508333,-0.394421,-0.018538,0.427355,-0.586437,0.192009,0.300170
1022,8.516667,-0.394413,-0.018542,0.427356,-0.586447,0.191969,0.300178
1023,8.525000,-0.394400,-0.018537,0.427364,-0.586457,0.191918,0.300168
1024,8.533333,-0.394385,-0.018527,0.427377,-0.586447,0.191866,0.300162
1025,8.541667,-0.394372,-0.018525,0.427373,-0.586459,0.191806,0.300173
1026,8.550000,-0.394366,-0.018529,0.427391,-0.586423,0.191782,0.300180
1027,8.558333,-0.394351,-0.018523,0.427398,-0.586394,0.191742,0.300173
1028,8.566667,-0.394336,-0.018523,0.427413,-0.586388,0.191690,0.300180
1029,8.575000,-0.394308,-0.018515,0.427413,-0.586401,0.191652,0.300180
1030,8.583333,-0.394304,-0.018519,0.427441,-0.586404,0.191609,0.300183
1031,8.591667,-0.394276,-0.018515,0.427431,-0.586414,0.191569,0.300178
1032,8.600000,-0.394292,-0.018515,0.427455,-0.586413,0.191523,0.300175
1033,8.608333,-0.394282,-0.018509,0.427446,-0.586446,0.191485,0.300173
1034,8.616667,-0.394293,-0.018510,0.427470,-0.586446,0.191442,0.300167
1035,8.625000,-0.394285,-0.018507,0.427467,-0.586453,0.191405,0.300155
1036,8.633333,-0.394279,-0.018487,0.427487,-0.586526,0.191353,0.300148
1037,8.641667,-0.394285,-0.018487,0.427487,-0.586504,0.191327,0.300152
1038,8.650000,-0.394268,-0.018486,0.427497,-0.586530,0.191290,0.300156
1039,8.658333,-0.394269,-0.018485,0.427500,-0.586495,0.191265,0.300157
1040,8.666667,-0.394251,-0.018474,0.427510,-0.586505,0.191225,0.300146
1041,8.675000,-0.394224,-0.018468,0.427524,-0.586501,0.191183,0.300148
1042,8.683333,-0.394236,-0.018470,0.427531,-0.586496,0.191143,0.300149
1043,8.691667,-0.394202,-0.018476,0.427538,-0.586462,0.191098,0.300139
1044,8.700000,-0.394169,-0.018458,0.427543,-0.586464,0.191063,0.300142
1045,8.708333,-0.394171,-0.018466,0.427561,-0.586447,0.191018,0.300139
1046,8.716667,-0.394141,-0.018457,0.427564,-0.586454,0.190964,0.300131
1047,8.725000,-0.394133,-0.018463,0.427573,-0.586455,0.190922,0.300132
1048,8.733333,-0.394133,-0.018448,0.427579,-0.586396,0.190895,0.300129
1049,8.741667,-0.394080,-0.018413,0.427589,-0.586400,0.190854,0.300129
1050,8.750000,-0.394111,-0.018418,0.427601,-0.586404,0.190811,0.300131
1051,8.758333,-0.394089,-0.018398,0.427626,-0.586387,0.190784,0.300138
1052,8.766667,-0.394092,-0.018394,0.427628,-0.586355,0.190766,0.300125
1053,8.775000,-0.394082,-0.018378,0.427638,-0.586378,0.190709,0.300124
1054,8.783333,-0.394064,-0.018377,0.427643,-0.586395,0.190647,0.300130
1055,8.791667,-0.394094,-0.018401,0.427671,-0.586366,0.190625,0.300137
1056,8.800000,-0.394020,-0.018364,0.427653,-0.586358,0.190581,0.300139
1057,8.808333,-0.394049,-0.018382,0.427684,-0.586374,0.190530,0.300137
1058,8.816667,-0.394021,-0.018375,0.427681,-0.586384,0.190487,0.300140
1059,8.825000,-0.393976,-0.018367,0.427696,-0.586357,0.190453,0.300147
1060,8.833333,-0.394005,-0.018384,0.427711,-0.586370,0.190405,0.300152
1061,8.841667,-0.393957,-0.018358,0.427722,-0.586365,0.190346,0.300157
1062,8.850000,-0.393940,-0.018348,0.427729,-0.586379,0.190300,0.300155
1063,8.858333,-0.393965,-0.018362,0.427744,-0.586339,0.190262,0.300160
1064,8.866667,-0.393941,-0.018355,0.427740,-0.586385,0.190216,0.300155
1065,8.875000,-0.393949,-0.018357,0.427770,-0.586372,0.190175,0.300157
1066,8.883333,-0.393935,-0.018343,0.427759,-0.586375,0.190127,0.300153
1067,8.891667,-0.393927,-0.018333,0.427778,-0.586380,0.190080,0.300156
1068,8.900000,-0.393940,-0.018341,0.427780,-0.586396,0.190039,0.300156
1069,8.908333,-0.393917,-0.018315,0.427794,-0.586433,0.190002,0.300158
1070,8.916667,-0.393951,-0.018325,0.427811,-0.586395,0.189958,0.300158
1071,8.925000,-0.393903,-0.018297,0.427806,-0.586412,0.189917,0.300167
1072,8.933333,-0.393893,-0.018311,0.427832,-0.586438,0.189865,0.300164
1073,8.941667,-0.393874,-0.018295,0.427832,-0.586387,0.189830,0.300171
1074,8.950000,-0.393849,-0.018283,0.427849,-0.586391,0.189782,0.300170
1075,8.958333,-0.393823,-0.018282,0.427857,-0.586356,0.189751,0.300164
1076,8.966667,-0.393829,-0.018295,0.427875,-0.586354,0.189716,0.300167
1077,8.975000,-0.393805,-0.018273,0.427886,-0.586385,0.189663,0.300170
1078,8.983333,-0.393794,-0.018276,0.427885,-0.586335,0.189632,0.300169
1079,8.991667,-0.393780,-0.018270,0.427907,-0.586322,0.189608,0.300168
1080,9.000000,-0.393759,-0.018259,0.427908,-0.586313,0.189566,0.300173
1081,9.008333,-0.393756,-0.018245,0.427918,-0.586375,0.189513,0.300167
1082,9.016667,-0.393761,-0.018245,0.427929,-0.586351,0.189481,0.300163
1083,9.025000,-0.393752,-0.018240,0.427937,-0.586383,0.189436,0.300163
1084,9.033333,-0.393764,-0.018242,0.427959,-0.586368,0.189403,0.300171
1085,9.041667,-0.393764,-0.018232,0.427978,-0.586350,0.189365,0.300171
1086,9.050000,-0.393723,-0.018217,0.427978,-0.586360,0.189309,0.300165
1087,9.058333,-0.393732,-0.018224,0.427989,-0.586380,0.189246,0.300157
1088,9.066667,-0.393717,-0.018224,0.428002,-0.586395,0.189204,0.300169
1089,9.075000,-0.393774,-0.018226,0.428035,-0.586393,0.189171,0.300165
1090,9.083333,-0.393687,-0.018199,0.428032,-0.586377,0.189139,0.300165
1091,9.091667,-0.393673,-0.018194,0.428031,-0.586349,0.189091,0.300167
1092,9.100000,-0.393700,-0.018204,0.428067,-0.586362,0.189053,0.300169
1093,9.108333,-0.393684,-0.018196,0.428063,-0.586336,0.189018,0.300157
1094,9.116667,-0.393664,-0.018188,0.428076,-0.586326,0.188978,0.300146
1095,9.125000,-0.393638,-0.018175,0.428079,-0.586308,0.188944,0.300134
1096,9.133333,-0.393646,-0.018184,0.428102,-0.586312,0.188903,0.300142
1097,9.141667,-0.393619,-0.018167,0.428098,-0.586321,0.188856,0.300139
1098,9.150000,-0.393577,-0.018139,0.428100,-0.586339,0.188821,0.300138
1099,9.158333,-0.393595,-0.018139,0.428120,-0.586352,0.188765,0.300148
1100,9.166667,-0.393578,-0.018137,0.428126,-0.586344,0.188738,0.300149
1101,9.175000,-0.393618,-0.018150,0.428158,-0.586355,0.188693,0.300145
